fragment_id,candidate_type,expected_path_length,expected_nodes_visited,expected_context_tokens,expected_reasoning_steps,ambiguity_penalty,cross_branch_jump_penalty,missing_evidence_penalty,trace_complexity,citation_locality,trace_clarity,tree_complexity,total_cost,objective_J,num_nodes,max_depth
frag_00588,hybrid_optimized_tree,1.348,2.697,27.7,1.348,0.0,0.0,0.326,0.333,1.0,0.75,0.35,0.209,-0.0385,5,2
frag_00590,source_order_tree,1.5,3.0,26.0,1.0,0.0,0.0,0.0,0.333,0.5,0.75,0.25,0.1977,0.0102,3,2
frag_00590,evidence_role_tree,2.0,5.0,32.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3103,0.1378,5,2
frag_00590,question_intent_tree,2.0,4.0,27.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2287,-0.0263,4,2
frag_00590,class_objective_tree,2.0,4.0,27.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2287,-0.0263,4,2
frag_00590,hybrid_optimized_tree,2.0,4.0,27.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2287,-0.0263,4,2
frag_00592,source_order_tree,1.5,3.0,26.0,1.0,0.0,0.0,0.0,0.333,0.5,0.75,0.25,0.1977,0.0102,3,2
frag_00592,evidence_role_tree,2.0,5.0,32.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3103,0.1378,5,2
frag_00592,question_intent_tree,2.0,4.0,27.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2287,-0.0263,4,2
frag_00592,class_objective_tree,2.0,4.0,27.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2287,-0.0263,4,2
frag_00592,hybrid_optimized_tree,2.0,4.0,27.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2287,-0.0263,4,2
frag_00602,source_order_tree,1.0,2.0,30.0,1.0,0.0,0.0,0.0,0.167,1.0,0.857,0.15,0.1308,-0.1681,2,1
frag_00602,evidence_role_tree,2.0,3.0,33.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.25,0.2197,-0.0428,3,2
frag_00602,question_intent_tree,2.0,3.0,33.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.25,0.2197,-0.0428,3,2
frag_00602,class_objective_tree,2.0,3.0,33.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.25,0.2197,-0.0428,3,2
frag_00602,hybrid_optimized_tree,1.0,2.0,28.0,1.0,0.0,0.0,0.0,0.167,1.0,0.857,0.15,0.1288,-0.1701,2,1
frag_00605,source_order_tree,1.0,2.0,28.0,1.0,0.0,0.0,0.5,0.167,1.0,0.857,0.15,0.1788,-0.1201,2,1
frag_00605,evidence_role_tree,2.0,3.0,31.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2677,0.0052,3,2
frag_00605,question_intent_tree,2.0,3.0,31.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2677,0.0052,3,2
frag_00605,class_objective_tree,2.0,3.0,31.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2677,0.0052,3,2
frag_00605,hybrid_optimized_tree,1.0,2.0,26.0,1.0,0.0,0.0,0.5,0.167,1.0,0.857,0.15,0.1768,-0.1221,2,1
frag_00609,source_order_tree,1.0,2.0,28.0,1.0,0.0,0.0,0.5,0.167,1.0,0.857,0.15,0.1788,-0.1201,2,1
frag_00609,evidence_role_tree,2.0,3.0,31.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2677,0.0052,3,2
frag_00609,question_intent_tree,2.0,3.0,31.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2677,0.0052,3,2
frag_00609,class_objective_tree,2.0,3.0,31.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2677,0.0052,3,2
frag_00609,hybrid_optimized_tree,1.0,2.0,26.0,1.0,0.0,0.0,0.5,0.167,1.0,0.857,0.15,0.1768,-0.1221,2,1
frag_00615,source_order_tree,1.5,3.0,35.0,1.0,0.0,0.0,0.0,0.333,0.5,0.75,0.25,0.2067,0.0192,3,2
frag_00615,evidence_role_tree,2.0,5.0,41.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3193,0.1468,5,2
frag_00615,question_intent_tree,2.0,4.0,36.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2377,-0.0173,4,2
frag_00615,class_objective_tree,2.0,4.0,36.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2377,-0.0173,4,2
frag_00615,hybrid_optimized_tree,2.0,4.0,36.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2377,-0.0173,4,2
frag_00618,source_order_tree,1.0,2.0,30.0,1.0,0.0,0.0,0.5,0.167,1.0,0.857,0.15,0.1808,-0.1181,2,1
frag_00618,evidence_role_tree,2.0,3.0,33.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2697,0.0072,3,2
frag_00618,question_intent_tree,2.0,3.0,33.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2697,0.0072,3,2
frag_00618,class_objective_tree,2.0,3.0,33.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2697,0.0072,3,2
frag_00618,hybrid_optimized_tree,1.0,2.0,28.0,1.0,0.0,0.0,0.5,0.167,1.0,0.857,0.15,0.1788,-0.1201,2,1
frag_00619,source_order_tree,1.5,3.0,26.0,1.0,0.0,0.0,0.0,0.333,0.5,0.75,0.25,0.1977,0.0102,3,2
frag_00619,evidence_role_tree,2.0,5.0,32.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3103,0.1378,5,2
frag_00619,question_intent_tree,2.0,4.0,27.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2287,-0.0263,4,2
frag_00619,class_objective_tree,2.0,5.0,32.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3103,0.1378,5,2
frag_00619,hybrid_optimized_tree,2.0,4.0,27.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2287,-0.0263,4,2
frag_00622,source_order_tree,1.0,2.0,30.0,1.0,0.0,0.0,0.5,0.167,1.0,0.857,0.15,0.1808,-0.1181,2,1
frag_00622,evidence_role_tree,2.0,3.0,33.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2697,0.0072,3,2
frag_00622,question_intent_tree,2.0,3.0,33.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2697,0.0072,3,2
frag_00622,class_objective_tree,2.0,3.0,33.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2697,0.0072,3,2
frag_00622,hybrid_optimized_tree,1.0,2.0,28.0,1.0,0.0,0.0,0.5,0.167,1.0,0.857,0.15,0.1788,-0.1201,2,1
frag_00624,source_order_tree,2.055,3.555,40.4,1.555,0.0,0.0,0.0,0.5,0.5,0.667,0.35,0.2657,0.1098,4,3
frag_00624,evidence_role_tree,2.0,5.0,40.3,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.45,0.3237,0.1662,7,2
frag_00624,question_intent_tree,2.0,4.445,37.5,2.445,0.5,0.445,0.0,0.333,0.777,0.75,0.45,0.3297,0.1306,7,2
frag_00624,class_objective_tree,2.0,4.445,37.5,2.445,0.0,0.445,0.0,0.333,0.777,0.75,0.4,0.2772,0.0706,6,2
frag_00624,hybrid_optimized_tree,1.777,4.0,35.3,2.0,0.0,0.445,0.0,0.333,0.703,0.75,0.35,0.2528,0.0498,5,2
frag_00627,source_order_tree,1.686,2.915,19.3,1.457,0.0,0.0,0.0,0.5,0.771,0.667,0.35,0.2063,0.0098,4,3
frag_00627,evidence_role_tree,2.0,3.915,20.0,2.457,0.0,0.457,0.0,0.333,0.771,0.75,0.45,0.2563,0.0581,7,2
frag_00627,question_intent_tree,2.0,3.457,17.7,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.4,0.2176,-0.0224,6,2
frag_00627,class_objective_tree,2.0,3.457,17.7,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.4,0.2176,-0.0224,6,2
frag_00627,hybrid_optimized_tree,1.457,2.915,15.0,1.457,0.0,0.0,0.0,0.333,1.0,0.75,0.35,0.1731,-0.0744,5,2
frag_00628,source_order_tree,2.125,3.324,23.0,1.926,0.0,0.0,0.0,0.667,0.801,0.6,0.45,0.2539,0.0812,5,4
frag_00628,evidence_role_tree,2.0,3.795,19.6,2.398,0.0,0.398,0.0,0.333,0.801,0.75,0.55,0.2557,0.068,9,2
frag_00628,question_intent_tree,2.0,3.398,17.6,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.5,0.2217,-0.0033,8,2
frag_00628,class_objective_tree,2.0,3.398,17.6,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.45,0.2192,-0.0133,7,2
frag_00628,hybrid_optimized_tree,1.398,2.795,14.6,1.398,0.0,0.0,0.0,0.333,1.0,0.75,0.4,0.17,-0.07,6,2
frag_00632,source_order_tree,1.0,2.0,28.0,1.0,0.0,0.0,0.5,0.167,1.0,0.857,0.15,0.1788,-0.1201,2,1
frag_00632,evidence_role_tree,2.0,3.0,31.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2677,0.0052,3,2
frag_00632,question_intent_tree,2.0,3.0,31.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2677,0.0052,3,2
frag_00632,class_objective_tree,2.0,3.0,31.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2677,0.0052,3,2
frag_00632,hybrid_optimized_tree,1.0,2.0,26.0,1.0,0.0,0.0,0.5,0.167,1.0,0.857,0.15,0.1768,-0.1221,2,1
frag_00635,source_order_tree,1.885,3.18,32.3,1.59,0.0,0.0,0.0,0.5,0.705,0.667,0.35,0.2365,0.0499,4,3
frag_00635,evidence_role_tree,2.0,4.18,31.2,2.59,0.0,0.59,0.0,0.333,0.705,0.75,0.45,0.279,0.0907,7,2
frag_00635,question_intent_tree,2.0,3.59,28.2,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.4,0.2298,-0.0102,6,2
frag_00635,class_objective_tree,2.0,3.59,28.2,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.4,0.2298,-0.0102,6,2
frag_00635,hybrid_optimized_tree,1.59,3.18,26.2,1.59,0.0,0.0,0.0,0.333,1.0,0.75,0.35,0.1955,-0.052,5,2
frag_00636,source_order_tree,1.0,2.0,28.0,1.0,0.0,0.0,0.5,0.167,1.0,0.857,0.15,0.1788,-0.1201,2,1
frag_00636,evidence_role_tree,2.0,3.0,31.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2677,0.0052,3,2
frag_00636,question_intent_tree,2.0,3.0,31.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2677,0.0052,3,2
frag_00636,class_objective_tree,2.0,3.0,31.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2677,0.0052,3,2
frag_00636,hybrid_optimized_tree,1.0,2.0,26.0,1.0,0.0,0.0,0.5,0.167,1.0,0.857,0.15,0.1768,-0.1221,2,1
frag_00641,source_order_tree,1.0,2.0,28.0,1.0,0.0,0.0,0.5,0.167,1.0,0.857,0.15,0.1788,-0.1201,2,1
frag_00641,evidence_role_tree,2.0,3.0,31.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2677,0.0052,3,2
frag_00641,question_intent_tree,2.0,3.0,31.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2677,0.0052,3,2
frag_00641,class_objective_tree,2.0,3.0,31.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2677,0.0052,3,2
frag_00641,hybrid_optimized_tree,1.0,2.0,26.0,1.0,0.0,0.0,0.5,0.167,1.0,0.857,0.15,0.1768,-0.1221,2,1
frag_00643,source_order_tree,1.0,2.0,23.0,1.0,0.0,0.0,0.5,0.167,1.0,0.857,0.15,0.1738,-0.1251,2,1
frag_00643,evidence_role_tree,2.0,3.0,26.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2627,0.0002,3,2
frag_00643,question_intent_tree,2.0,3.0,26.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2627,0.0002,3,2
frag_00643,class_objective_tree,2.0,3.0,26.0,2.0,0.0,0.0,0.5,0.333,1.0,0.75,0.25,0.2627,0.0002,3,2
frag_00643,hybrid_optimized_tree,1.0,2.0,21.0,1.0,0.0,0.0,0.5,0.167,1.0,0.857,0.15,0.1718,-0.1271,2,1
frag_00645,source_order_tree,2.329,3.553,27.2,2.106,0.0,0.0,0.276,0.5,0.776,0.667,0.35,0.2882,0.0909,4,3
frag_00645,evidence_role_tree,2.0,3.894,22.7,2.447,0.0,0.447,0.276,0.333,0.776,0.75,0.45,0.2857,0.0868,7,2
frag_00645,question_intent_tree,2.0,3.447,20.4,2.0,0.0,0.0,0.276,0.333,1.0,0.75,0.4,0.2478,0.0078,6,2
frag_00645,class_objective_tree,2.0,3.447,20.4,2.0,0.0,0.0,0.276,0.333,1.0,0.75,0.4,0.2478,0.0078,6,2
frag_00645,hybrid_optimized_tree,1.447,2.894,17.7,1.447,0.0,0.0,0.276,0.333,1.0,0.75,0.35,0.2025,-0.045,5,2
frag_00648,source_order_tree,1.5,3.0,18.0,1.0,0.0,0.0,0.0,0.333,0.5,0.75,0.25,0.1897,0.0022,3,2
frag_00648,evidence_role_tree,2.0,5.0,24.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3023,0.1298,5,2
frag_00648,question_intent_tree,2.0,4.0,19.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2207,-0.0343,4,2
frag_00648,class_objective_tree,2.0,5.0,24.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3023,0.1298,5,2
frag_00648,hybrid_optimized_tree,2.0,4.0,19.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2207,-0.0343,4,2
frag_00650,source_order_tree,1.0,2.0,12.0,1.0,0.0,0.0,0.0,0.167,1.0,0.857,0.15,0.1128,-0.1861,2,1
frag_00650,evidence_role_tree,2.0,3.0,15.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.25,0.2017,-0.0608,3,2
frag_00650,question_intent_tree,2.0,3.0,15.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.25,0.2017,-0.0608,3,2
frag_00650,class_objective_tree,2.0,3.0,15.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.25,0.2017,-0.0608,3,2
frag_00650,hybrid_optimized_tree,1.0,2.0,10.0,1.0,0.0,0.0,0.0,0.167,1.0,0.857,0.15,0.1108,-0.1881,2,1
frag_00651,source_order_tree,1.0,2.0,14.0,1.0,0.0,0.0,0.0,0.167,1.0,0.857,0.15,0.1148,-0.1841,2,1
frag_00651,evidence_role_tree,2.0,3.0,17.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.25,0.2037,-0.0588,3,2
frag_00651,question_intent_tree,2.0,3.0,17.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.25,0.2037,-0.0588,3,2
frag_00651,class_objective_tree,2.0,3.0,17.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.25,0.2037,-0.0588,3,2
frag_00651,hybrid_optimized_tree,1.0,2.0,12.0,1.0,0.0,0.0,0.0,0.167,1.0,0.857,0.15,0.1128,-0.1861,2,1
frag_00656,source_order_tree,1.5,3.0,18.0,1.0,0.0,0.0,0.0,0.333,0.5,0.75,0.25,0.1897,0.0022,3,2
frag_00656,evidence_role_tree,2.0,5.0,24.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3023,0.1298,5,2
frag_00656,question_intent_tree,2.0,4.0,19.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2207,-0.0343,4,2
frag_00656,class_objective_tree,2.0,5.0,24.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3023,0.1298,5,2
frag_00656,hybrid_optimized_tree,2.0,4.0,19.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2207,-0.0343,4,2
frag_00661,source_order_tree,1.5,3.0,18.0,1.0,0.0,0.0,0.0,0.333,0.5,0.75,0.25,0.1897,0.0022,3,2
frag_00661,evidence_role_tree,2.0,5.0,24.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3023,0.1298,5,2
frag_00661,question_intent_tree,2.0,4.0,19.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2207,-0.0343,4,2
frag_00661,class_objective_tree,2.0,5.0,24.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3023,0.1298,5,2
frag_00661,hybrid_optimized_tree,2.0,4.0,19.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2207,-0.0343,4,2
frag_00662,source_order_tree,2.255,3.673,43.4,1.837,0.0,0.0,0.0,0.5,0.582,0.667,0.35,0.2796,0.1116,4,3
frag_00662,evidence_role_tree,2.0,4.673,27.1,2.837,0.0,0.837,0.0,0.333,0.582,0.75,0.45,0.2963,0.1266,7,2
frag_00662,question_intent_tree,2.0,3.837,23.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.4,0.2276,-0.0124,6,2
frag_00662,class_objective_tree,2.0,3.837,23.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.4,0.2276,-0.0124,6,2
frag_00662,hybrid_optimized_tree,1.837,3.673,22.1,1.837,0.0,0.0,0.0,0.333,1.0,0.75,0.35,0.2124,-0.0351,5,2
frag_00663,source_order_tree,1.745,3.163,20.1,1.327,0.0,0.0,0.0,0.5,0.582,0.667,0.35,0.2194,0.0514,4,3
frag_00663,evidence_role_tree,2.0,4.673,23.2,2.837,0.0,0.837,0.0,0.333,0.582,0.75,0.45,0.2924,0.1226,7,2
frag_00663,question_intent_tree,2.0,3.837,19.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.4,0.2236,-0.0164,6,2
frag_00663,class_objective_tree,2.0,3.837,19.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.4,0.2236,-0.0164,6,2
frag_00663,hybrid_optimized_tree,1.837,3.673,18.2,1.837,0.0,0.0,0.0,0.333,1.0,0.75,0.35,0.2085,-0.039,5,2
frag_00664,source_order_tree,1.5,3.0,18.0,1.0,0.0,0.0,0.0,0.333,0.5,0.75,0.25,0.1897,0.0022,3,2
frag_00664,evidence_role_tree,2.0,5.0,24.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3023,0.1298,5,2
frag_00664,question_intent_tree,2.0,4.0,19.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2207,-0.0343,4,2
frag_00664,class_objective_tree,2.0,5.0,24.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3023,0.1298,5,2
frag_00664,hybrid_optimized_tree,2.0,4.0,19.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2207,-0.0343,4,2
frag_00665,source_order_tree,2.255,3.673,43.4,1.837,0.0,0.0,0.0,0.5,0.582,0.667,0.35,0.2796,0.1116,4,3
frag_00665,evidence_role_tree,2.0,4.673,27.1,2.837,0.0,0.837,0.0,0.333,0.582,0.75,0.45,0.2963,0.1266,7,2
frag_00665,question_intent_tree,2.0,3.837,23.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.4,0.2276,-0.0124,6,2
frag_00665,class_objective_tree,2.0,3.837,23.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.4,0.2276,-0.0124,6,2
frag_00665,hybrid_optimized_tree,1.837,3.673,22.1,1.837,0.0,0.0,0.0,0.333,1.0,0.75,0.35,0.2124,-0.0351,5,2
frag_00666,source_order_tree,2.051,3.303,39.7,1.799,0.0,0.0,0.199,0.667,0.748,0.6,0.45,0.2873,0.1226,5,4
frag_00666,evidence_role_tree,2.0,4.008,27.1,2.504,0.0,0.504,0.199,0.333,0.748,0.75,0.55,0.2923,0.1126,9,2
frag_00666,question_intent_tree,2.0,3.504,24.6,2.0,0.0,0.0,0.199,0.333,1.0,0.75,0.5,0.2499,0.0249,8,2
frag_00666,class_objective_tree,2.0,3.504,24.6,2.0,0.0,0.0,0.199,0.333,1.0,0.75,0.45,0.2474,0.0149,7,2
frag_00666,hybrid_optimized_tree,1.504,3.008,22.1,1.504,0.0,0.0,0.199,0.333,1.0,0.75,0.4,0.2065,-0.0335,6,2
frag_00667,source_order_tree,2.142,3.642,28.9,1.642,0.0,0.0,0.0,0.667,0.5,0.6,0.45,0.2738,0.1463,5,4
frag_00667,evidence_role_tree,2.0,5.0,30.1,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.55,0.3185,0.176,9,2
frag_00667,question_intent_tree,2.0,4.0,25.1,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.45,0.2343,0.0018,7,2
frag_00667,class_objective_tree,2.0,4.0,25.1,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.45,0.2343,0.0018,7,2
frag_00667,hybrid_optimized_tree,2.0,4.0,25.1,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.45,0.2343,0.0018,7,2
frag_00668,source_order_tree,1.5,3.0,19.0,1.0,0.0,0.0,0.0,0.333,0.5,0.75,0.25,0.1907,0.0032,3,2
frag_00668,evidence_role_tree,2.0,5.0,25.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3033,0.1308,5,2
frag_00668,question_intent_tree,2.0,4.0,20.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2217,-0.0333,4,2
frag_00668,class_objective_tree,2.0,4.0,20.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2217,-0.0333,4,2
frag_00668,hybrid_optimized_tree,2.0,4.0,20.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2217,-0.0333,4,2
frag_00671,source_order_tree,1.0,2.0,12.0,1.0,0.0,0.0,0.0,0.167,1.0,0.857,0.15,0.1128,-0.1861,2,1
frag_00671,evidence_role_tree,2.0,3.0,15.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.25,0.2017,-0.0608,3,2
frag_00671,question_intent_tree,2.0,3.0,15.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.25,0.2017,-0.0608,3,2
frag_00671,class_objective_tree,2.0,3.0,15.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.25,0.2017,-0.0608,3,2
frag_00671,hybrid_optimized_tree,1.0,2.0,10.0,1.0,0.0,0.0,0.0,0.167,1.0,0.857,0.15,0.1108,-0.1881,2,1
frag_00685,source_order_tree,1.981,3.321,27.7,1.642,0.0,0.0,0.16,0.5,0.66,0.667,0.35,0.2568,0.0769,4,3
frag_00685,evidence_role_tree,2.0,4.358,27.6,2.679,0.0,0.679,0.16,0.333,0.66,0.75,0.45,0.2992,0.1176,7,2
frag_00685,question_intent_tree,2.0,3.679,24.2,2.0,0.0,0.0,0.16,0.333,1.0,0.75,0.4,0.2429,0.0029,6,2
frag_00685,class_objective_tree,2.0,3.679,24.2,2.0,0.0,0.0,0.16,0.333,1.0,0.75,0.4,0.2429,0.0029,6,2
frag_00685,hybrid_optimized_tree,1.679,3.358,22.6,1.679,0.0,0.0,0.16,0.333,1.0,0.75,0.35,0.2155,-0.032,5,2
frag_00686,source_order_tree,1.686,2.915,19.3,1.457,0.0,0.0,0.0,0.5,0.771,0.667,0.35,0.2063,0.0098,4,3
frag_00686,evidence_role_tree,2.0,3.915,20.0,2.457,0.0,0.457,0.0,0.333,0.771,0.75,0.45,0.2563,0.0581,7,2
frag_00686,question_intent_tree,2.0,3.457,17.7,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.4,0.2176,-0.0224,6,2
frag_00686,class_objective_tree,2.0,3.457,17.7,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.4,0.2176,-0.0224,6,2
frag_00686,hybrid_optimized_tree,1.457,2.915,15.0,1.457,0.0,0.0,0.0,0.333,1.0,0.75,0.35,0.1731,-0.0744,5,2
frag_00691,source_order_tree,2.477,3.652,42.9,2.303,0.0,0.0,0.326,0.5,0.826,0.667,0.35,0.3175,0.1128,4,3
frag_00691,evidence_role_tree,2.0,3.697,32.7,2.348,0.0,0.348,0.326,0.333,0.826,0.75,0.45,0.2921,0.0857,7,2
frag_00691,question_intent_tree,2.0,3.348,30.9,2.0,0.0,0.0,0.326,0.333,1.0,0.75,0.4,0.262,0.022,6,2
frag_00691,class_objective_tree,2.0,3.348,30.9,2.0,0.0,0.0,0.326,0.333,1.0,0.75,0.4,0.262,0.022,6,2
frag_00691,hybrid_optimized_tree,1.348,2.697,27.7,1.348,0.0,0.0,0.326,0.333,1.0,0.75,0.35,0.209,-0.0385,5,2
frag_00697,source_order_tree,4.818,6.166,60.5,4.471,0.0,0.0,0.152,1.167,0.652,0.462,0.75,0.5481,0.4705,8,7
frag_00697,evidence_role_tree,2.0,4.391,28.4,2.696,0.0,0.696,0.152,0.333,0.652,0.75,0.85,0.3206,0.2003,15,2
frag_00697,question_intent_tree,2.0,3.696,24.9,2.0,0.0,0.0,0.152,0.333,1.0,0.75,0.7,0.258,0.063,12,2
frag_00697,class_objective_tree,2.0,3.696,24.9,2.0,0.0,0.0,0.152,0.333,1.0,0.75,0.6,0.253,0.043,10,2
frag_00697,hybrid_optimized_tree,1.696,3.391,23.4,1.696,0.0,0.0,0.152,0.333,1.0,0.75,0.65,0.2319,0.0294,11,2
frag_00698,source_order_tree,1.5,3.0,21.0,1.0,0.0,0.0,0.0,0.333,0.5,0.75,0.25,0.1927,0.0052,3,2
frag_00698,evidence_role_tree,2.0,5.0,27.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3053,0.1328,5,2
frag_00698,question_intent_tree,2.0,4.0,22.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2237,-0.0313,4,2
frag_00698,class_objective_tree,2.0,4.0,22.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2237,-0.0313,4,2
frag_00698,hybrid_optimized_tree,2.0,4.0,22.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2237,-0.0313,4,2
frag_00699,source_order_tree,1.5,3.0,21.0,1.0,0.0,0.0,0.0,0.333,0.5,0.75,0.25,0.1927,0.0052,3,2
frag_00699,evidence_role_tree,2.0,5.0,27.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3053,0.1328,5,2
frag_00699,question_intent_tree,2.0,4.0,22.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2237,-0.0313,4,2
frag_00699,class_objective_tree,2.0,4.0,22.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2237,-0.0313,4,2
frag_00699,hybrid_optimized_tree,2.0,4.0,22.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2237,-0.0313,4,2
frag_00701,source_order_tree,1.5,3.0,18.0,1.0,0.0,0.0,0.0,0.333,0.5,0.75,0.25,0.1897,0.0022,3,2
frag_00701,evidence_role_tree,2.0,5.0,24.0,3.0,0.0,1.0,0.0,0.333,0.5,0.75,0.35,0.3023,0.1298,5,2
frag_00701,question_intent_tree,2.0,4.0,19.0,2.0,0.0,0.0,0.0,0.333,1.0,0.75,0.3,0.2207,-0.0343,4,2
