source,target,edge_type,weight
qproto_006_applicability_check,frag_01364,prototype_fragment,0.7
qproto_007_effective_date_lookup,frag_01366,prototype_fragment,0.85
qproto_006_applicability_check,frag_01366,prototype_fragment,0.7
qproto_003_rule_lookup,frag_01367,prototype_fragment,0.62
qproto_003_rule_lookup,frag_01369,prototype_fragment,0.62
qproto_001_threshold_lookup,frag_01381,prototype_fragment,0.78
qproto_002_metric_lookup,frag_01381,prototype_fragment,0.8
qproto_003_rule_lookup,frag_01382,prototype_fragment,0.62
qproto_003_rule_lookup,frag_01383,prototype_fragment,0.62
qproto_007_effective_date_lookup,frag_01387,prototype_fragment,0.85
qproto_007_effective_date_lookup,frag_01388,prototype_fragment,0.85
qproto_001_threshold_lookup,frag_01389,prototype_fragment,0.78
qproto_007_effective_date_lookup,frag_01389,prototype_fragment,0.85
qproto_004_exception_lookup,frag_01397,prototype_fragment,0.72
qproto_004_exception_lookup,frag_01398,prototype_fragment,0.72
qproto_004_exception_lookup,frag_01399,prototype_fragment,0.72
qproto_003_rule_lookup,frag_01402,prototype_fragment,0.62
qproto_003_rule_lookup,frag_01403,prototype_fragment,0.62
qproto_003_rule_lookup,frag_01404,prototype_fragment,0.62
qproto_006_applicability_check,frag_01428,prototype_fragment,0.7
qproto_006_applicability_check,frag_01430,prototype_fragment,0.7
qproto_001_threshold_lookup,frag_01435,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01453,prototype_fragment,0.78
qproto_002_metric_lookup,frag_01454,prototype_fragment,0.8
qproto_002_metric_lookup,frag_01459,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_01464,prototype_fragment,0.78
qproto_002_metric_lookup,frag_01464,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_01468,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01470,prototype_fragment,0.78
qproto_002_metric_lookup,frag_01471,prototype_fragment,0.8
qproto_002_metric_lookup,frag_01472,prototype_fragment,0.8
qproto_003_rule_lookup,frag_01488,prototype_fragment,0.62
qproto_003_rule_lookup,frag_01490,prototype_fragment,0.62
qproto_014_approval_lookup,frag_01491,prototype_fragment,0.9
qproto_004_exception_lookup,frag_01492,prototype_fragment,0.72
qproto_006_applicability_check,frag_01493,prototype_fragment,0.7
qproto_007_effective_date_lookup,frag_01493,prototype_fragment,0.85
qproto_006_applicability_check,frag_01494,prototype_fragment,0.7
qproto_002_metric_lookup,frag_01499,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_01500,prototype_fragment,0.78
qproto_002_metric_lookup,frag_01500,prototype_fragment,0.8
qproto_003_rule_lookup,frag_01504,prototype_fragment,0.62
qproto_003_rule_lookup,frag_01506,prototype_fragment,0.62
qproto_004_exception_lookup,frag_01537,prototype_fragment,0.72
qproto_007_effective_date_lookup,frag_01541,prototype_fragment,0.85
qproto_001_threshold_lookup,frag_01542,prototype_fragment,0.78
qproto_007_effective_date_lookup,frag_01542,prototype_fragment,0.85
qproto_001_threshold_lookup,frag_01543,prototype_fragment,0.78
qproto_003_rule_lookup,frag_01544,prototype_fragment,0.62
qproto_003_rule_lookup,frag_01545,prototype_fragment,0.62
qproto_003_rule_lookup,frag_01548,prototype_fragment,0.62
qproto_001_threshold_lookup,frag_01551,prototype_fragment,0.78
qproto_005_variance_explanation,frag_01552,prototype_fragment,0.7
qproto_006_applicability_check,frag_01554,prototype_fragment,0.7
qproto_006_applicability_check,frag_01555,prototype_fragment,0.7
qproto_006_applicability_check,frag_01557,prototype_fragment,0.7
qproto_003_rule_lookup,frag_01557,prototype_fragment,0.62
qproto_003_rule_lookup,frag_01559,prototype_fragment,0.62
qproto_006_applicability_check,frag_01560,prototype_fragment,0.7
qproto_003_rule_lookup,frag_01561,prototype_fragment,0.62
qproto_001_threshold_lookup,frag_01565,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01566,prototype_fragment,0.78
qproto_002_metric_lookup,frag_01567,prototype_fragment,0.8
qproto_003_rule_lookup,frag_01568,prototype_fragment,0.62
qproto_005_variance_explanation,frag_01582,prototype_fragment,0.7
qproto_001_threshold_lookup,frag_01586,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01587,prototype_fragment,0.78
qproto_002_metric_lookup,frag_01595,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_01596,prototype_fragment,0.78
qproto_004_exception_lookup,frag_01601,prototype_fragment,0.72
qproto_002_metric_lookup,frag_01607,prototype_fragment,0.8
qproto_002_metric_lookup,frag_01610,prototype_fragment,0.8
qproto_010_variance_explanation,frag_01610,prototype_fragment,0.7
qproto_001_threshold_lookup,frag_01612,prototype_fragment,0.78
qproto_004_exception_lookup,frag_01612,prototype_fragment,0.72
qproto_002_metric_lookup,frag_01612,prototype_fragment,0.8
qproto_010_variance_explanation,frag_01612,prototype_fragment,0.7
qproto_001_threshold_lookup,frag_01616,prototype_fragment,0.78
qproto_002_metric_lookup,frag_01616,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_01617,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01618,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01620,prototype_fragment,0.78
qproto_002_metric_lookup,frag_01622,prototype_fragment,0.8
qproto_010_variance_explanation,frag_01622,prototype_fragment,0.7
qproto_001_threshold_lookup,frag_01625,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01636,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01638,prototype_fragment,0.78
qproto_005_variance_explanation,frag_01638,prototype_fragment,0.7
qproto_004_exception_lookup,frag_01648,prototype_fragment,0.72
qproto_004_exception_lookup,frag_01650,prototype_fragment,0.72
qproto_004_exception_lookup,frag_01671,prototype_fragment,0.72
qproto_005_variance_explanation,frag_01683,prototype_fragment,0.7
qproto_001_threshold_lookup,frag_01684,prototype_fragment,0.78
qproto_002_metric_lookup,frag_01684,prototype_fragment,0.8
qproto_005_variance_explanation,frag_01684,prototype_fragment,0.7
qproto_007_effective_date_lookup,frag_01687,prototype_fragment,0.85
qproto_006_applicability_check,frag_01687,prototype_fragment,0.7
qproto_001_threshold_lookup,frag_01690,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01703,prototype_fragment,0.78
qproto_003_rule_lookup,frag_01703,prototype_fragment,0.62
qproto_001_threshold_lookup,frag_01705,prototype_fragment,0.78
qproto_003_rule_lookup,frag_01705,prototype_fragment,0.62
qproto_004_exception_lookup,frag_01706,prototype_fragment,0.72
qproto_001_threshold_lookup,frag_01711,prototype_fragment,0.78
qproto_005_variance_explanation,frag_01719,prototype_fragment,0.7
qproto_005_variance_explanation,frag_01722,prototype_fragment,0.7
qproto_005_variance_explanation,frag_01723,prototype_fragment,0.7
qproto_005_variance_explanation,frag_01724,prototype_fragment,0.7
qproto_009_metric_lookup,frag_01725,prototype_fragment,0.8
qproto_005_variance_explanation,frag_01725,prototype_fragment,0.7
qproto_005_variance_explanation,frag_01726,prototype_fragment,0.7
qproto_009_metric_lookup,frag_01727,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_01728,prototype_fragment,0.78
qproto_009_metric_lookup,frag_01728,prototype_fragment,0.8
qproto_005_variance_explanation,frag_01728,prototype_fragment,0.7
qproto_005_variance_explanation,frag_01729,prototype_fragment,0.7
qproto_001_threshold_lookup,frag_01730,prototype_fragment,0.78
qproto_009_metric_lookup,frag_01730,prototype_fragment,0.8
qproto_005_variance_explanation,frag_01730,prototype_fragment,0.7
qproto_005_variance_explanation,frag_01731,prototype_fragment,0.7
qproto_001_threshold_lookup,frag_01731,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01732,prototype_fragment,0.78
qproto_003_rule_lookup,frag_01734,prototype_fragment,0.62
qproto_004_exception_lookup,frag_01737,prototype_fragment,0.72
qproto_003_rule_lookup,frag_01739,prototype_fragment,0.62
qproto_003_rule_lookup,frag_01740,prototype_fragment,0.62
qproto_003_rule_lookup,frag_01741,prototype_fragment,0.62
qproto_002_metric_lookup,frag_01741,prototype_fragment,0.8
qproto_004_exception_lookup,frag_01742,prototype_fragment,0.72
qproto_003_rule_lookup,frag_01742,prototype_fragment,0.62
qproto_004_exception_lookup,frag_01743,prototype_fragment,0.72
qproto_003_rule_lookup,frag_01743,prototype_fragment,0.62
qproto_015_approval_lookup,frag_01744,prototype_fragment,0.9
qproto_002_metric_lookup,frag_01752,prototype_fragment,0.8
qproto_002_metric_lookup,frag_01756,prototype_fragment,0.8
qproto_002_metric_lookup,frag_01757,prototype_fragment,0.8
qproto_002_metric_lookup,frag_01759,prototype_fragment,0.8
qproto_005_variance_explanation,frag_01769,prototype_fragment,0.7
qproto_001_threshold_lookup,frag_01770,prototype_fragment,0.78
qproto_008_threshold_lookup,frag_01771,prototype_fragment,0.78
qproto_004_exception_lookup,frag_01774,prototype_fragment,0.72
qproto_004_exception_lookup,frag_01775,prototype_fragment,0.72
qproto_006_applicability_check,frag_01778,prototype_fragment,0.7
qproto_001_threshold_lookup,frag_01779,prototype_fragment,0.78
qproto_006_applicability_check,frag_01779,prototype_fragment,0.7
qproto_006_applicability_check,frag_01782,prototype_fragment,0.7
qproto_006_applicability_check,frag_01783,prototype_fragment,0.7
qproto_003_rule_lookup,frag_01792,prototype_fragment,0.62
qproto_002_metric_lookup,frag_01792,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_01796,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01802,prototype_fragment,0.78
qproto_008_threshold_lookup,frag_01807,prototype_fragment,0.78
qproto_003_rule_lookup,frag_01807,prototype_fragment,0.62
qproto_001_threshold_lookup,frag_01808,prototype_fragment,0.78
qproto_006_applicability_check,frag_01823,prototype_fragment,0.7
qproto_004_exception_lookup,frag_01825,prototype_fragment,0.72
qproto_001_threshold_lookup,frag_01831,prototype_fragment,0.78
qproto_002_metric_lookup,frag_01831,prototype_fragment,0.8
qproto_002_metric_lookup,frag_01832,prototype_fragment,0.8
qproto_004_exception_lookup,frag_01834,prototype_fragment,0.72
qproto_002_metric_lookup,frag_01834,prototype_fragment,0.8
qproto_004_exception_lookup,frag_01836,prototype_fragment,0.72
qproto_002_metric_lookup,frag_01836,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_01839,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01842,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01848,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01857,prototype_fragment,0.78
qproto_004_exception_lookup,frag_01869,prototype_fragment,0.72
qproto_004_exception_lookup,frag_01871,prototype_fragment,0.72
qproto_001_threshold_lookup,frag_01880,prototype_fragment,0.78
qproto_004_exception_lookup,frag_01880,prototype_fragment,0.72
qproto_001_threshold_lookup,frag_01881,prototype_fragment,0.78
qproto_003_rule_lookup,frag_01882,prototype_fragment,0.62
qproto_003_rule_lookup,frag_01883,prototype_fragment,0.62
qproto_003_rule_lookup,frag_01884,prototype_fragment,0.62
qproto_003_rule_lookup,frag_01885,prototype_fragment,0.62
qproto_007_effective_date_lookup,frag_01891,prototype_fragment,0.85
qproto_007_effective_date_lookup,frag_01893,prototype_fragment,0.85
qproto_001_threshold_lookup,frag_01894,prototype_fragment,0.78
qproto_007_effective_date_lookup,frag_01894,prototype_fragment,0.85
qproto_001_threshold_lookup,frag_01897,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01901,prototype_fragment,0.78
qproto_007_effective_date_lookup,frag_01907,prototype_fragment,0.85
qproto_002_metric_lookup,frag_01907,prototype_fragment,0.8
qproto_007_effective_date_lookup,frag_01908,prototype_fragment,0.85
qproto_007_effective_date_lookup,frag_01909,prototype_fragment,0.85
qproto_002_metric_lookup,frag_01909,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_01912,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01914,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01917,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01918,prototype_fragment,0.78
qproto_008_threshold_lookup,frag_01919,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01922,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01924,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01926,prototype_fragment,0.78
qproto_003_rule_lookup,frag_01932,prototype_fragment,0.62
qproto_001_threshold_lookup,frag_01933,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01934,prototype_fragment,0.78
qproto_006_applicability_check,frag_01934,prototype_fragment,0.7
qproto_006_applicability_check,frag_01935,prototype_fragment,0.7
qproto_002_metric_lookup,frag_01936,prototype_fragment,0.8
qproto_002_metric_lookup,frag_01937,prototype_fragment,0.8
qproto_002_metric_lookup,frag_01940,prototype_fragment,0.8
qproto_002_metric_lookup,frag_01940,prototype_fragment,0.8
qproto_002_metric_lookup,frag_01942,prototype_fragment,0.8
qproto_003_rule_lookup,frag_01951,prototype_fragment,0.62
qproto_004_exception_lookup,frag_01952,prototype_fragment,0.72
qproto_003_rule_lookup,frag_01952,prototype_fragment,0.62
qproto_001_threshold_lookup,frag_01953,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01954,prototype_fragment,0.78
qproto_008_threshold_lookup,frag_01956,prototype_fragment,0.78
qproto_008_threshold_lookup,frag_01957,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_01958,prototype_fragment,0.78
qproto_002_metric_lookup,frag_01959,prototype_fragment,0.8
qproto_002_metric_lookup,frag_01960,prototype_fragment,0.8
qproto_002_metric_lookup,frag_01961,prototype_fragment,0.8
qproto_002_metric_lookup,frag_01963,prototype_fragment,0.8
qproto_005_variance_explanation,frag_01964,prototype_fragment,0.7
qproto_002_metric_lookup,frag_01965,prototype_fragment,0.8
qproto_005_variance_explanation,frag_01965,prototype_fragment,0.7
qproto_001_threshold_lookup,frag_01966,prototype_fragment,0.78
qproto_002_metric_lookup,frag_01966,prototype_fragment,0.8
qproto_002_metric_lookup,frag_01967,prototype_fragment,0.8
qproto_008_threshold_lookup,frag_01973,prototype_fragment,0.78
qproto_002_metric_lookup,frag_01973,prototype_fragment,0.8
qproto_008_threshold_lookup,frag_01975,prototype_fragment,0.78
qproto_008_threshold_lookup,frag_01977,prototype_fragment,0.78
qproto_002_metric_lookup,frag_01977,prototype_fragment,0.8
qproto_004_exception_lookup,frag_01987,prototype_fragment,0.72
qproto_003_rule_lookup,frag_01987,prototype_fragment,0.62
qproto_004_exception_lookup,frag_01988,prototype_fragment,0.72
qproto_003_rule_lookup,frag_01988,prototype_fragment,0.62
qproto_003_rule_lookup,frag_01990,prototype_fragment,0.62
qproto_004_exception_lookup,frag_01992,prototype_fragment,0.72
qproto_008_threshold_lookup,frag_01996,prototype_fragment,0.78
qproto_003_rule_lookup,frag_02013,prototype_fragment,0.62
qproto_008_threshold_lookup,frag_02015,prototype_fragment,0.78
qproto_006_applicability_check,frag_02015,prototype_fragment,0.7
qproto_003_rule_lookup,frag_02015,prototype_fragment,0.62
qproto_008_threshold_lookup,frag_02017,prototype_fragment,0.78
qproto_003_rule_lookup,frag_02026,prototype_fragment,0.62
qproto_001_threshold_lookup,frag_02026,prototype_fragment,0.78
qproto_008_threshold_lookup,frag_02027,prototype_fragment,0.78
qproto_003_rule_lookup,frag_02027,prototype_fragment,0.62
qproto_001_threshold_lookup,frag_02032,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02033,prototype_fragment,0.78
qproto_003_rule_lookup,frag_02035,prototype_fragment,0.62
qproto_001_threshold_lookup,frag_02041,prototype_fragment,0.78
qproto_003_rule_lookup,frag_02041,prototype_fragment,0.62
qproto_002_metric_lookup,frag_02048,prototype_fragment,0.8
qproto_004_exception_lookup,frag_02049,prototype_fragment,0.72
qproto_002_metric_lookup,frag_02049,prototype_fragment,0.8
qproto_010_variance_explanation,frag_02049,prototype_fragment,0.7
qproto_001_threshold_lookup,frag_02051,prototype_fragment,0.78
qproto_004_exception_lookup,frag_02051,prototype_fragment,0.72
qproto_002_metric_lookup,frag_02051,prototype_fragment,0.8
qproto_010_variance_explanation,frag_02051,prototype_fragment,0.7
qproto_002_metric_lookup,frag_02053,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02056,prototype_fragment,0.8
qproto_005_variance_explanation,frag_02056,prototype_fragment,0.7
qproto_005_variance_explanation,frag_02058,prototype_fragment,0.7
qproto_010_variance_explanation,frag_02060,prototype_fragment,0.7
qproto_002_metric_lookup,frag_02062,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02063,prototype_fragment,0.8
qproto_008_threshold_lookup,frag_02065,prototype_fragment,0.78
qproto_007_effective_date_lookup,frag_02073,prototype_fragment,0.85
qproto_007_effective_date_lookup,frag_02075,prototype_fragment,0.85
qproto_004_exception_lookup,frag_02076,prototype_fragment,0.72
qproto_004_exception_lookup,frag_02077,prototype_fragment,0.72
qproto_001_threshold_lookup,frag_02084,prototype_fragment,0.78
qproto_002_metric_lookup,frag_02084,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02085,prototype_fragment,0.8
qproto_003_rule_lookup,frag_02095,prototype_fragment,0.62
qproto_003_rule_lookup,frag_02096,prototype_fragment,0.62
qproto_008_threshold_lookup,frag_02098,prototype_fragment,0.78
qproto_006_applicability_check,frag_02099,prototype_fragment,0.7
qproto_003_rule_lookup,frag_02099,prototype_fragment,0.62
qproto_006_applicability_check,frag_02100,prototype_fragment,0.7
qproto_003_rule_lookup,frag_02100,prototype_fragment,0.62
qproto_006_applicability_check,frag_02105,prototype_fragment,0.7
qproto_003_rule_lookup,frag_02105,prototype_fragment,0.62
qproto_003_rule_lookup,frag_02106,prototype_fragment,0.62
qproto_001_threshold_lookup,frag_02109,prototype_fragment,0.78
qproto_003_rule_lookup,frag_02110,prototype_fragment,0.62
qproto_008_threshold_lookup,frag_02111,prototype_fragment,0.78
qproto_006_applicability_check,frag_02111,prototype_fragment,0.7
qproto_003_rule_lookup,frag_02111,prototype_fragment,0.62
qproto_002_metric_lookup,frag_02111,prototype_fragment,0.8
qproto_007_effective_date_lookup,frag_02114,prototype_fragment,0.85
qproto_001_threshold_lookup,frag_02121,prototype_fragment,0.78
qproto_008_threshold_lookup,frag_02123,prototype_fragment,0.78
qproto_004_exception_lookup,frag_02131,prototype_fragment,0.72
qproto_004_exception_lookup,frag_02134,prototype_fragment,0.72
qproto_002_metric_lookup,frag_02136,prototype_fragment,0.8
qproto_003_rule_lookup,frag_02142,prototype_fragment,0.62
qproto_003_rule_lookup,frag_02143,prototype_fragment,0.62
qproto_003_rule_lookup,frag_02145,prototype_fragment,0.62
qproto_008_threshold_lookup,frag_02153,prototype_fragment,0.78
qproto_002_metric_lookup,frag_02153,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_02155,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02157,prototype_fragment,0.78
qproto_002_metric_lookup,frag_02159,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_02165,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02166,prototype_fragment,0.78
qproto_002_metric_lookup,frag_02169,prototype_fragment,0.8
qproto_007_effective_date_lookup,frag_02175,prototype_fragment,0.85
qproto_002_metric_lookup,frag_02175,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02180,prototype_fragment,0.8
qproto_004_exception_lookup,frag_02182,prototype_fragment,0.72
qproto_001_threshold_lookup,frag_02194,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02195,prototype_fragment,0.78
qproto_003_rule_lookup,frag_02195,prototype_fragment,0.62
qproto_002_metric_lookup,frag_02195,prototype_fragment,0.8
qproto_003_rule_lookup,frag_02202,prototype_fragment,0.62
qproto_003_rule_lookup,frag_02213,prototype_fragment,0.62
qproto_003_rule_lookup,frag_02214,prototype_fragment,0.62
qproto_007_effective_date_lookup,frag_02217,prototype_fragment,0.85
qproto_004_exception_lookup,frag_02220,prototype_fragment,0.72
qproto_003_rule_lookup,frag_02222,prototype_fragment,0.62
qproto_008_threshold_lookup,frag_02224,prototype_fragment,0.78
qproto_003_rule_lookup,frag_02224,prototype_fragment,0.62
qproto_005_variance_explanation,frag_02224,prototype_fragment,0.7
qproto_001_threshold_lookup,frag_02229,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02249,prototype_fragment,0.78
qproto_002_metric_lookup,frag_02249,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02250,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_02251,prototype_fragment,0.78
qproto_002_metric_lookup,frag_02251,prototype_fragment,0.8
qproto_007_effective_date_lookup,frag_02252,prototype_fragment,0.85
qproto_001_threshold_lookup,frag_02254,prototype_fragment,0.78
qproto_007_effective_date_lookup,frag_02254,prototype_fragment,0.85
qproto_008_threshold_lookup,frag_02257,prototype_fragment,0.78
qproto_007_effective_date_lookup,frag_02257,prototype_fragment,0.85
qproto_001_threshold_lookup,frag_02268,prototype_fragment,0.78
qproto_002_metric_lookup,frag_02268,prototype_fragment,0.8
qproto_006_applicability_check,frag_02281,prototype_fragment,0.7
qproto_002_metric_lookup,frag_02291,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02292,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02293,prototype_fragment,0.8
qproto_005_variance_explanation,frag_02297,prototype_fragment,0.7
qproto_005_variance_explanation,frag_02299,prototype_fragment,0.7
qproto_005_variance_explanation,frag_02302,prototype_fragment,0.7
qproto_003_rule_lookup,frag_02306,prototype_fragment,0.62
qproto_003_rule_lookup,frag_02307,prototype_fragment,0.62
qproto_007_effective_date_lookup,frag_02310,prototype_fragment,0.85
qproto_002_metric_lookup,frag_02329,prototype_fragment,0.8
qproto_005_variance_explanation,frag_02329,prototype_fragment,0.7
qproto_005_variance_explanation,frag_02331,prototype_fragment,0.7
qproto_002_metric_lookup,frag_02333,prototype_fragment,0.8
qproto_005_variance_explanation,frag_02333,prototype_fragment,0.7
qproto_005_variance_explanation,frag_02334,prototype_fragment,0.7
qproto_002_metric_lookup,frag_02335,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02337,prototype_fragment,0.8
qproto_004_exception_lookup,frag_02338,prototype_fragment,0.72
qproto_004_exception_lookup,frag_02339,prototype_fragment,0.72
qproto_006_applicability_check,frag_02342,prototype_fragment,0.7
qproto_006_applicability_check,frag_02344,prototype_fragment,0.7
qproto_003_rule_lookup,frag_02344,prototype_fragment,0.62
qproto_006_applicability_check,frag_02345,prototype_fragment,0.7
qproto_006_applicability_check,frag_02347,prototype_fragment,0.7
qproto_007_effective_date_lookup,frag_02349,prototype_fragment,0.85
qproto_001_threshold_lookup,frag_02354,prototype_fragment,0.78
qproto_007_effective_date_lookup,frag_02356,prototype_fragment,0.85
qproto_001_threshold_lookup,frag_02374,prototype_fragment,0.78
qproto_005_variance_explanation,frag_02378,prototype_fragment,0.7
qproto_009_metric_lookup,frag_02379,prototype_fragment,0.8
qproto_009_metric_lookup,frag_02380,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02381,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_02382,prototype_fragment,0.78
qproto_004_exception_lookup,frag_02382,prototype_fragment,0.72
qproto_002_metric_lookup,frag_02382,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_02385,prototype_fragment,0.78
qproto_003_rule_lookup,frag_02386,prototype_fragment,0.62
qproto_001_threshold_lookup,frag_02387,prototype_fragment,0.78
qproto_003_rule_lookup,frag_02387,prototype_fragment,0.62
qproto_001_threshold_lookup,frag_02389,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02390,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02392,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02396,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02398,prototype_fragment,0.78
qproto_004_exception_lookup,frag_02399,prototype_fragment,0.72
qproto_001_threshold_lookup,frag_02402,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02403,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02406,prototype_fragment,0.78
qproto_007_effective_date_lookup,frag_02406,prototype_fragment,0.85
qproto_004_exception_lookup,frag_02408,prototype_fragment,0.72
qproto_002_metric_lookup,frag_02408,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_02409,prototype_fragment,0.78
qproto_002_metric_lookup,frag_02409,prototype_fragment,0.8
qproto_005_variance_explanation,frag_02409,prototype_fragment,0.7
qproto_005_variance_explanation,frag_02410,prototype_fragment,0.7
qproto_002_metric_lookup,frag_02411,prototype_fragment,0.8
qproto_005_variance_explanation,frag_02411,prototype_fragment,0.7
qproto_002_metric_lookup,frag_02413,prototype_fragment,0.8
qproto_005_variance_explanation,frag_02413,prototype_fragment,0.7
qproto_002_metric_lookup,frag_02415,prototype_fragment,0.8
qproto_005_variance_explanation,frag_02415,prototype_fragment,0.7
qproto_005_variance_explanation,frag_02416,prototype_fragment,0.7
qproto_002_metric_lookup,frag_02417,prototype_fragment,0.8
qproto_005_variance_explanation,frag_02417,prototype_fragment,0.7
qproto_005_variance_explanation,frag_02418,prototype_fragment,0.7
qproto_002_metric_lookup,frag_02419,prototype_fragment,0.8
qproto_005_variance_explanation,frag_02419,prototype_fragment,0.7
qproto_002_metric_lookup,frag_02421,prototype_fragment,0.8
qproto_004_exception_lookup,frag_02422,prototype_fragment,0.72
qproto_002_metric_lookup,frag_02422,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02423,prototype_fragment,0.8
qproto_007_effective_date_lookup,frag_02438,prototype_fragment,0.85
qproto_003_rule_lookup,frag_02440,prototype_fragment,0.62
qproto_002_metric_lookup,frag_02442,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02443,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_02453,prototype_fragment,0.78
qproto_002_metric_lookup,frag_02453,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02455,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_02469,prototype_fragment,0.78
qproto_007_effective_date_lookup,frag_02482,prototype_fragment,0.85
qproto_003_rule_lookup,frag_02482,prototype_fragment,0.62
qproto_003_rule_lookup,frag_02483,prototype_fragment,0.62
qproto_007_effective_date_lookup,frag_02486,prototype_fragment,0.85
qproto_003_rule_lookup,frag_02486,prototype_fragment,0.62
qproto_003_rule_lookup,frag_02487,prototype_fragment,0.62
qproto_007_effective_date_lookup,frag_02488,prototype_fragment,0.85
qproto_002_metric_lookup,frag_02493,prototype_fragment,0.8
qproto_003_rule_lookup,frag_02496,prototype_fragment,0.62
qproto_001_threshold_lookup,frag_02498,prototype_fragment,0.78
qproto_004_exception_lookup,frag_02502,prototype_fragment,0.72
qproto_001_threshold_lookup,frag_02503,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02504,prototype_fragment,0.78
qproto_004_exception_lookup,frag_02516,prototype_fragment,0.72
qproto_002_metric_lookup,frag_02516,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02517,prototype_fragment,0.8
qproto_003_rule_lookup,frag_02518,prototype_fragment,0.62
qproto_002_metric_lookup,frag_02518,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02519,prototype_fragment,0.8
qproto_008_threshold_lookup,frag_02520,prototype_fragment,0.78
qproto_002_metric_lookup,frag_02520,prototype_fragment,0.8
qproto_002_metric_lookup,frag_02521,prototype_fragment,0.8
qproto_001_threshold_lookup,frag_02522,prototype_fragment,0.78
qproto_002_metric_lookup,frag_02522,prototype_fragment,0.8
qproto_003_rule_lookup,frag_02541,prototype_fragment,0.62
qproto_001_threshold_lookup,frag_02545,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02546,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02547,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02548,prototype_fragment,0.78
qproto_001_threshold_lookup,frag_02549,prototype_fragment,0.78
qproto_004_exception_lookup,frag_02557,prototype_fragment,0.72
