fragment_id,class_id,class_name
frag_02419,class_004,Variance Explanation Subspace
frag_02585,class_004,Variance Explanation Subspace
frag_02586,class_004,Variance Explanation Subspace
frag_02606,class_004,Variance Explanation Subspace
frag_02607,class_004,Variance Explanation Subspace
frag_02610,class_004,Variance Explanation Subspace
frag_02611,class_004,Variance Explanation Subspace
frag_02648,class_004,Variance Explanation Subspace
frag_02660,class_004,Variance Explanation Subspace
frag_02675,class_004,Variance Explanation Subspace
frag_02692,class_004,Variance Explanation Subspace
frag_00029,class_005,Threshold Lookup Subspace
frag_00034,class_005,Threshold Lookup Subspace
frag_00037,class_005,Threshold Lookup Subspace
frag_00043,class_005,Threshold Lookup Subspace
frag_00048,class_005,Threshold Lookup Subspace
frag_00049,class_005,Threshold Lookup Subspace
frag_00084,class_005,Threshold Lookup Subspace
frag_00085,class_005,Threshold Lookup Subspace
frag_00092,class_005,Threshold Lookup Subspace
frag_00140,class_005,Threshold Lookup Subspace
frag_00170,class_005,Threshold Lookup Subspace
frag_00171,class_005,Threshold Lookup Subspace
frag_00177,class_005,Threshold Lookup Subspace
frag_00181,class_005,Threshold Lookup Subspace
frag_00192,class_005,Threshold Lookup Subspace
frag_00199,class_005,Threshold Lookup Subspace
frag_00208,class_005,Threshold Lookup Subspace
frag_00210,class_005,Threshold Lookup Subspace
frag_00211,class_005,Threshold Lookup Subspace
frag_00253,class_005,Threshold Lookup Subspace
frag_00279,class_005,Threshold Lookup Subspace
frag_00281,class_005,Threshold Lookup Subspace
frag_00300,class_005,Threshold Lookup Subspace
frag_00302,class_005,Threshold Lookup Subspace
frag_00316,class_005,Threshold Lookup Subspace
frag_00320,class_005,Threshold Lookup Subspace
frag_00346,class_005,Threshold Lookup Subspace
frag_00347,class_005,Threshold Lookup Subspace
frag_00360,class_005,Threshold Lookup Subspace
frag_00369,class_005,Threshold Lookup Subspace
frag_00374,class_005,Threshold Lookup Subspace
frag_00375,class_005,Threshold Lookup Subspace
frag_00380,class_005,Threshold Lookup Subspace
frag_00381,class_005,Threshold Lookup Subspace
frag_00382,class_005,Threshold Lookup Subspace
frag_00390,class_005,Threshold Lookup Subspace
frag_00397,class_005,Threshold Lookup Subspace
frag_00398,class_005,Threshold Lookup Subspace
frag_00402,class_005,Threshold Lookup Subspace
frag_00452,class_005,Threshold Lookup Subspace
frag_00458,class_005,Threshold Lookup Subspace
frag_00460,class_005,Threshold Lookup Subspace
frag_00470,class_005,Threshold Lookup Subspace
frag_00476,class_005,Threshold Lookup Subspace
frag_00479,class_005,Threshold Lookup Subspace
frag_00480,class_005,Threshold Lookup Subspace
frag_00486,class_005,Threshold Lookup Subspace
frag_00487,class_005,Threshold Lookup Subspace
frag_00490,class_005,Threshold Lookup Subspace
frag_00499,class_005,Threshold Lookup Subspace
frag_00502,class_005,Threshold Lookup Subspace
frag_00509,class_005,Threshold Lookup Subspace
frag_00546,class_005,Threshold Lookup Subspace
frag_00576,class_005,Threshold Lookup Subspace
frag_00577,class_005,Threshold Lookup Subspace
frag_00581,class_005,Threshold Lookup Subspace
frag_00584,class_005,Threshold Lookup Subspace
frag_00586,class_005,Threshold Lookup Subspace
frag_00627,class_005,Threshold Lookup Subspace
frag_00628,class_005,Threshold Lookup Subspace
frag_00645,class_005,Threshold Lookup Subspace
frag_00650,class_005,Threshold Lookup Subspace
frag_00651,class_005,Threshold Lookup Subspace
frag_00671,class_005,Threshold Lookup Subspace
frag_00686,class_005,Threshold Lookup Subspace
frag_00697,class_005,Threshold Lookup Subspace
frag_00702,class_005,Threshold Lookup Subspace
frag_00704,class_005,Threshold Lookup Subspace
frag_00706,class_005,Threshold Lookup Subspace
frag_00709,class_005,Threshold Lookup Subspace
frag_00710,class_005,Threshold Lookup Subspace
frag_00719,class_005,Threshold Lookup Subspace
frag_00722,class_005,Threshold Lookup Subspace
frag_00735,class_005,Threshold Lookup Subspace
frag_00737,class_005,Threshold Lookup Subspace
frag_00753,class_005,Threshold Lookup Subspace
frag_00754,class_005,Threshold Lookup Subspace
frag_00760,class_005,Threshold Lookup Subspace
frag_00761,class_005,Threshold Lookup Subspace
frag_00780,class_005,Threshold Lookup Subspace
frag_00785,class_005,Threshold Lookup Subspace
frag_00790,class_005,Threshold Lookup Subspace
frag_00792,class_005,Threshold Lookup Subspace
frag_00796,class_005,Threshold Lookup Subspace
frag_00799,class_005,Threshold Lookup Subspace
frag_00820,class_005,Threshold Lookup Subspace
frag_00835,class_005,Threshold Lookup Subspace
frag_00839,class_005,Threshold Lookup Subspace
frag_00851,class_005,Threshold Lookup Subspace
frag_00854,class_005,Threshold Lookup Subspace
frag_00880,class_005,Threshold Lookup Subspace
frag_00881,class_005,Threshold Lookup Subspace
frag_00907,class_005,Threshold Lookup Subspace
frag_00934,class_005,Threshold Lookup Subspace
frag_00983,class_005,Threshold Lookup Subspace
frag_00984,class_005,Threshold Lookup Subspace
frag_00996,class_005,Threshold Lookup Subspace
frag_00999,class_005,Threshold Lookup Subspace
frag_01003,class_005,Threshold Lookup Subspace
frag_01032,class_005,Threshold Lookup Subspace
frag_01033,class_005,Threshold Lookup Subspace
frag_01042,class_005,Threshold Lookup Subspace
frag_01043,class_005,Threshold Lookup Subspace
frag_01049,class_005,Threshold Lookup Subspace
frag_01064,class_005,Threshold Lookup Subspace
frag_01069,class_005,Threshold Lookup Subspace
frag_01076,class_005,Threshold Lookup Subspace
frag_01077,class_005,Threshold Lookup Subspace
frag_01089,class_005,Threshold Lookup Subspace
frag_01107,class_005,Threshold Lookup Subspace
frag_01118,class_005,Threshold Lookup Subspace
frag_01134,class_005,Threshold Lookup Subspace
frag_01138,class_005,Threshold Lookup Subspace
frag_01139,class_005,Threshold Lookup Subspace
frag_01140,class_005,Threshold Lookup Subspace
frag_01147,class_005,Threshold Lookup Subspace
frag_01153,class_005,Threshold Lookup Subspace
frag_01174,class_005,Threshold Lookup Subspace
frag_01176,class_005,Threshold Lookup Subspace
frag_01178,class_005,Threshold Lookup Subspace
frag_01180,class_005,Threshold Lookup Subspace
frag_01187,class_005,Threshold Lookup Subspace
frag_01189,class_005,Threshold Lookup Subspace
frag_01190,class_005,Threshold Lookup Subspace
frag_01221,class_005,Threshold Lookup Subspace
frag_01224,class_005,Threshold Lookup Subspace
frag_01267,class_005,Threshold Lookup Subspace
frag_01293,class_005,Threshold Lookup Subspace
frag_01295,class_005,Threshold Lookup Subspace
frag_01296,class_005,Threshold Lookup Subspace
frag_01308,class_005,Threshold Lookup Subspace
frag_01309,class_005,Threshold Lookup Subspace
frag_01311,class_005,Threshold Lookup Subspace
frag_01331,class_005,Threshold Lookup Subspace
frag_01342,class_005,Threshold Lookup Subspace
frag_01343,class_005,Threshold Lookup Subspace
frag_01344,class_005,Threshold Lookup Subspace
frag_01363,class_005,Threshold Lookup Subspace
frag_01364,class_005,Threshold Lookup Subspace
frag_01381,class_005,Threshold Lookup Subspace
frag_01389,class_005,Threshold Lookup Subspace
frag_01435,class_005,Threshold Lookup Subspace
frag_01453,class_005,Threshold Lookup Subspace
frag_01464,class_005,Threshold Lookup Subspace
frag_01468,class_005,Threshold Lookup Subspace
frag_01470,class_005,Threshold Lookup Subspace
frag_01500,class_005,Threshold Lookup Subspace
frag_01542,class_005,Threshold Lookup Subspace
frag_01543,class_005,Threshold Lookup Subspace
frag_01551,class_005,Threshold Lookup Subspace
frag_01565,class_005,Threshold Lookup Subspace
frag_01566,class_005,Threshold Lookup Subspace
frag_01586,class_005,Threshold Lookup Subspace
frag_01587,class_005,Threshold Lookup Subspace
frag_01596,class_005,Threshold Lookup Subspace
frag_01612,class_005,Threshold Lookup Subspace
frag_01616,class_005,Threshold Lookup Subspace
frag_01617,class_005,Threshold Lookup Subspace
frag_01618,class_005,Threshold Lookup Subspace
frag_01620,class_005,Threshold Lookup Subspace
frag_01625,class_005,Threshold Lookup Subspace
frag_01636,class_005,Threshold Lookup Subspace
frag_01638,class_005,Threshold Lookup Subspace
frag_01684,class_005,Threshold Lookup Subspace
frag_01690,class_005,Threshold Lookup Subspace
frag_01703,class_005,Threshold Lookup Subspace
frag_01705,class_005,Threshold Lookup Subspace
frag_01711,class_005,Threshold Lookup Subspace
frag_01728,class_005,Threshold Lookup Subspace
frag_01730,class_005,Threshold Lookup Subspace
frag_01731,class_005,Threshold Lookup Subspace
frag_01732,class_005,Threshold Lookup Subspace
frag_01770,class_005,Threshold Lookup Subspace
frag_01771,class_005,Threshold Lookup Subspace
frag_01779,class_005,Threshold Lookup Subspace
frag_01796,class_005,Threshold Lookup Subspace
frag_01802,class_005,Threshold Lookup Subspace
frag_01807,class_005,Threshold Lookup Subspace
frag_01808,class_005,Threshold Lookup Subspace
frag_01831,class_005,Threshold Lookup Subspace
frag_01839,class_005,Threshold Lookup Subspace
frag_01842,class_005,Threshold Lookup Subspace
frag_01848,class_005,Threshold Lookup Subspace
frag_01857,class_005,Threshold Lookup Subspace
frag_01880,class_005,Threshold Lookup Subspace
frag_01881,class_005,Threshold Lookup Subspace
frag_01894,class_005,Threshold Lookup Subspace
frag_01897,class_005,Threshold Lookup Subspace
frag_01901,class_005,Threshold Lookup Subspace
frag_01912,class_005,Threshold Lookup Subspace
frag_01914,class_005,Threshold Lookup Subspace
frag_01917,class_005,Threshold Lookup Subspace
frag_01918,class_005,Threshold Lookup Subspace
frag_01919,class_005,Threshold Lookup Subspace
frag_01922,class_005,Threshold Lookup Subspace
frag_01924,class_005,Threshold Lookup Subspace
frag_01926,class_005,Threshold Lookup Subspace
frag_01933,class_005,Threshold Lookup Subspace
frag_01934,class_005,Threshold Lookup Subspace
frag_01953,class_005,Threshold Lookup Subspace
frag_01954,class_005,Threshold Lookup Subspace
frag_01956,class_005,Threshold Lookup Subspace
frag_01957,class_005,Threshold Lookup Subspace
frag_01958,class_005,Threshold Lookup Subspace
frag_01966,class_005,Threshold Lookup Subspace
frag_01973,class_005,Threshold Lookup Subspace
frag_01975,class_005,Threshold Lookup Subspace
frag_01977,class_005,Threshold Lookup Subspace
frag_01996,class_005,Threshold Lookup Subspace
frag_02015,class_005,Threshold Lookup Subspace
frag_02017,class_005,Threshold Lookup Subspace
frag_02026,class_005,Threshold Lookup Subspace
frag_02027,class_005,Threshold Lookup Subspace
frag_02032,class_005,Threshold Lookup Subspace
frag_02033,class_005,Threshold Lookup Subspace
frag_02041,class_005,Threshold Lookup Subspace
frag_02051,class_005,Threshold Lookup Subspace
frag_02065,class_005,Threshold Lookup Subspace
frag_02084,class_005,Threshold Lookup Subspace
frag_02098,class_005,Threshold Lookup Subspace
frag_02109,class_005,Threshold Lookup Subspace
frag_02111,class_005,Threshold Lookup Subspace
frag_02121,class_005,Threshold Lookup Subspace
frag_02123,class_005,Threshold Lookup Subspace
frag_02153,class_005,Threshold Lookup Subspace
frag_02155,class_005,Threshold Lookup Subspace
frag_02157,class_005,Threshold Lookup Subspace
frag_02165,class_005,Threshold Lookup Subspace
frag_02166,class_005,Threshold Lookup Subspace
frag_02194,class_005,Threshold Lookup Subspace
frag_02195,class_005,Threshold Lookup Subspace
frag_02224,class_005,Threshold Lookup Subspace
frag_02229,class_005,Threshold Lookup Subspace
frag_02249,class_005,Threshold Lookup Subspace
frag_02251,class_005,Threshold Lookup Subspace
frag_02254,class_005,Threshold Lookup Subspace
frag_02257,class_005,Threshold Lookup Subspace
frag_02268,class_005,Threshold Lookup Subspace
frag_02354,class_005,Threshold Lookup Subspace
frag_02374,class_005,Threshold Lookup Subspace
frag_02382,class_005,Threshold Lookup Subspace
frag_02385,class_005,Threshold Lookup Subspace
frag_02387,class_005,Threshold Lookup Subspace
frag_02389,class_005,Threshold Lookup Subspace
frag_02390,class_005,Threshold Lookup Subspace
frag_02392,class_005,Threshold Lookup Subspace
frag_02396,class_005,Threshold Lookup Subspace
frag_02398,class_005,Threshold Lookup Subspace
frag_02402,class_005,Threshold Lookup Subspace
frag_02403,class_005,Threshold Lookup Subspace
frag_02406,class_005,Threshold Lookup Subspace
frag_02409,class_005,Threshold Lookup Subspace
frag_02453,class_005,Threshold Lookup Subspace
frag_02469,class_005,Threshold Lookup Subspace
frag_02498,class_005,Threshold Lookup Subspace
frag_02503,class_005,Threshold Lookup Subspace
frag_02504,class_005,Threshold Lookup Subspace
frag_02520,class_005,Threshold Lookup Subspace
frag_02522,class_005,Threshold Lookup Subspace
frag_02545,class_005,Threshold Lookup Subspace
frag_02546,class_005,Threshold Lookup Subspace
frag_02547,class_005,Threshold Lookup Subspace
frag_02548,class_005,Threshold Lookup Subspace
frag_02549,class_005,Threshold Lookup Subspace
frag_02560,class_005,Threshold Lookup Subspace
frag_02561,class_005,Threshold Lookup Subspace
frag_02568,class_005,Threshold Lookup Subspace
frag_02581,class_005,Threshold Lookup Subspace
frag_02591,class_005,Threshold Lookup Subspace
frag_02657,class_005,Threshold Lookup Subspace
frag_02658,class_005,Threshold Lookup Subspace
frag_02719,class_005,Threshold Lookup Subspace
frag_02721,class_005,Threshold Lookup Subspace
