document_id,file_path,file_name,extension,file_size_bytes,modified_time,detected_loader,load_status,character_count,token_estimate,document_title_guess,possible_domain_hints
doc_0109,C:\Work\Answer-Aware-parser\sample_corpus\dev\2eb8a980ff3bad122310a5878d3dab80.json,2eb8a980ff3bad122310a5878d3dab80.json,.json,28079,2026-07-01T23:04:17,json,loaded,46926,11732,{,"[""general""]"
doc_0110,C:\Work\Answer-Aware-parser\sample_corpus\dev\2eb8a980ff3bad122310a5878d3dab80.pdf,2eb8a980ff3bad122310a5878d3dab80.pdf,.pdf,66473,2026-07-01T23:04:19,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0111,C:\Work\Answer-Aware-parser\sample_corpus\dev\2f66d674d008a240d4a28a3f9349c66b.json,2f66d674d008a240d4a28a3f9349c66b.json,.json,108632,2026-07-01T23:04:23,json,loaded,189829,47457,{,"[""general""]"
doc_0112,C:\Work\Answer-Aware-parser\sample_corpus\dev\2f66d674d008a240d4a28a3f9349c66b.pdf,2f66d674d008a240d4a28a3f9349c66b.pdf,.pdf,1037192,2026-07-01T23:04:37,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0113,C:\Work\Answer-Aware-parser\sample_corpus\dev\2f953cd75c08f708a2e239ce7a81bdd7.json,2f953cd75c08f708a2e239ce7a81bdd7.json,.json,84479,2026-07-01T23:04:19,json,loaded,143027,35757,{,"[""general""]"
doc_0114,C:\Work\Answer-Aware-parser\sample_corpus\dev\2f953cd75c08f708a2e239ce7a81bdd7.pdf,2f953cd75c08f708a2e239ce7a81bdd7.pdf,.pdf,46787,2026-07-01T23:04:14,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0115,C:\Work\Answer-Aware-parser\sample_corpus\dev\30e46d073b61081f322200a8a8502b41.json,30e46d073b61081f322200a8a8502b41.json,.json,96821,2026-07-01T23:04:16,json,loaded,162153,40538,{,"[""general""]"
doc_0116,C:\Work\Answer-Aware-parser\sample_corpus\dev\30e46d073b61081f322200a8a8502b41.pdf,30e46d073b61081f322200a8a8502b41.pdf,.pdf,51642,2026-07-01T23:04:28,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0117,C:\Work\Answer-Aware-parser\sample_corpus\dev\34622621780e1631c6fa1c1a92eeaaa5.json,34622621780e1631c6fa1c1a92eeaaa5.json,.json,93137,2026-07-01T23:04:17,json,loaded,161391,40348,{,"[""general""]"
doc_0118,C:\Work\Answer-Aware-parser\sample_corpus\dev\34622621780e1631c6fa1c1a92eeaaa5.pdf,34622621780e1631c6fa1c1a92eeaaa5.pdf,.pdf,901640,2026-07-01T23:04:39,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0119,C:\Work\Answer-Aware-parser\sample_corpus\dev\34bc860f3e5a281782c1cbd95ba5eb70.json,34bc860f3e5a281782c1cbd95ba5eb70.json,.json,112463,2026-07-01T23:04:38,json,loaded,185620,46405,{,"[""general""]"
doc_0120,C:\Work\Answer-Aware-parser\sample_corpus\dev\34bc860f3e5a281782c1cbd95ba5eb70.pdf,34bc860f3e5a281782c1cbd95ba5eb70.pdf,.pdf,32502,2026-07-01T23:04:25,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0121,C:\Work\Answer-Aware-parser\sample_corpus\dev\34e9805ed7b89d06c59ac3a065dcca54.json,34e9805ed7b89d06c59ac3a065dcca54.json,.json,99060,2026-07-01T23:04:30,json,loaded,175109,43777,{,"[""general""]"
doc_0122,C:\Work\Answer-Aware-parser\sample_corpus\dev\34e9805ed7b89d06c59ac3a065dcca54.pdf,34e9805ed7b89d06c59ac3a065dcca54.pdf,.pdf,113751,2026-07-01T23:04:18,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0123,C:\Work\Answer-Aware-parser\sample_corpus\dev\354eb1815ff939a06de1e27501c65ece.json,354eb1815ff939a06de1e27501c65ece.json,.json,52333,2026-07-01T23:04:39,json,loaded,84352,21088,{,"[""general""]"
doc_0124,C:\Work\Answer-Aware-parser\sample_corpus\dev\354eb1815ff939a06de1e27501c65ece.pdf,354eb1815ff939a06de1e27501c65ece.pdf,.pdf,134485,2026-07-01T23:04:44,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0125,C:\Work\Answer-Aware-parser\sample_corpus\dev\3861e03f793e31daddd801464efe8808.json,3861e03f793e31daddd801464efe8808.json,.json,94390,2026-07-01T23:04:40,json,loaded,166233,41558,{,"[""general""]"
doc_0126,C:\Work\Answer-Aware-parser\sample_corpus\dev\3861e03f793e31daddd801464efe8808.pdf,3861e03f793e31daddd801464efe8808.pdf,.pdf,7082348,2026-07-01T23:04:31,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0127,C:\Work\Answer-Aware-parser\sample_corpus\dev\3929c35afbdb1ead38f3b6021bef5b1e.json,3929c35afbdb1ead38f3b6021bef5b1e.json,.json,124802,2026-07-01T23:04:25,json,loaded,210624,52656,{,"[""general""]"
doc_0128,C:\Work\Answer-Aware-parser\sample_corpus\dev\3929c35afbdb1ead38f3b6021bef5b1e.pdf,3929c35afbdb1ead38f3b6021bef5b1e.pdf,.pdf,31779,2026-07-01T23:04:26,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0129,C:\Work\Answer-Aware-parser\sample_corpus\dev\39e4d8451914be777f7a671673803001.json,39e4d8451914be777f7a671673803001.json,.json,160742,2026-07-01T23:04:20,json,loaded,269758,67440,{,"[""general""]"
doc_0130,C:\Work\Answer-Aware-parser\sample_corpus\dev\39e4d8451914be777f7a671673803001.pdf,39e4d8451914be777f7a671673803001.pdf,.pdf,71161,2026-07-01T23:04:21,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0131,C:\Work\Answer-Aware-parser\sample_corpus\dev\3a645efdc0d58d8874ef3f13b574a835.json,3a645efdc0d58d8874ef3f13b574a835.json,.json,79206,2026-07-01T23:04:40,json,loaded,139967,34992,{,"[""general""]"
doc_0132,C:\Work\Answer-Aware-parser\sample_corpus\dev\3a645efdc0d58d8874ef3f13b574a835.pdf,3a645efdc0d58d8874ef3f13b574a835.pdf,.pdf,151600,2026-07-01T23:04:40,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0133,C:\Work\Answer-Aware-parser\sample_corpus\dev\3b816f477ecf466976371c8f61220052.json,3b816f477ecf466976371c8f61220052.json,.json,80808,2026-07-01T23:04:16,json,loaded,132943,33236,{,"[""general""]"
doc_0134,C:\Work\Answer-Aware-parser\sample_corpus\dev\3b816f477ecf466976371c8f61220052.pdf,3b816f477ecf466976371c8f61220052.pdf,.pdf,60494,2026-07-01T23:04:33,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0135,C:\Work\Answer-Aware-parser\sample_corpus\dev\3b8381128a76f004a43b3431328e5970.json,3b8381128a76f004a43b3431328e5970.json,.json,41791,2026-07-01T23:04:31,json,loaded,72151,18038,{,"[""general""]"
doc_0136,C:\Work\Answer-Aware-parser\sample_corpus\dev\3b8381128a76f004a43b3431328e5970.pdf,3b8381128a76f004a43b3431328e5970.pdf,.pdf,142229,2026-07-01T23:04:35,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0137,C:\Work\Answer-Aware-parser\sample_corpus\dev\3b849500b1ec818ec9b2dbdf9f114a72.json,3b849500b1ec818ec9b2dbdf9f114a72.json,.json,43458,2026-07-01T23:04:22,json,loaded,74000,18500,{,"[""finance""]"
doc_0138,C:\Work\Answer-Aware-parser\sample_corpus\dev\3b849500b1ec818ec9b2dbdf9f114a72.pdf,3b849500b1ec818ec9b2dbdf9f114a72.pdf,.pdf,79200,2026-07-01T23:04:42,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0139,C:\Work\Answer-Aware-parser\sample_corpus\dev\3c27f12b84b1a683bc8cadfcc1819f31.json,3c27f12b84b1a683bc8cadfcc1819f31.json,.json,124170,2026-07-01T23:04:28,json,loaded,223336,55834,{,"[""general""]"
doc_0140,C:\Work\Answer-Aware-parser\sample_corpus\dev\3c27f12b84b1a683bc8cadfcc1819f31.pdf,3c27f12b84b1a683bc8cadfcc1819f31.pdf,.pdf,100899,2026-07-01T23:04:14,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0141,C:\Work\Answer-Aware-parser\sample_corpus\dev\3f291d65827cf249570612c24a751e81.json,3f291d65827cf249570612c24a751e81.json,.json,164386,2026-07-01T23:04:33,json,loaded,289132,72283,{,"[""finance""]"
doc_0142,C:\Work\Answer-Aware-parser\sample_corpus\dev\3f291d65827cf249570612c24a751e81.pdf,3f291d65827cf249570612c24a751e81.pdf,.pdf,111924,2026-07-01T23:04:17,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0143,C:\Work\Answer-Aware-parser\sample_corpus\dev\3fa3766530d2f9f7c533e997f5d7a5dd.json,3fa3766530d2f9f7c533e997f5d7a5dd.json,.json,69810,2026-07-01T23:04:19,json,loaded,111204,27801,{,"[""general""]"
doc_0144,C:\Work\Answer-Aware-parser\sample_corpus\dev\3fa3766530d2f9f7c533e997f5d7a5dd.pdf,3fa3766530d2f9f7c533e997f5d7a5dd.pdf,.pdf,38423,2026-07-01T23:04:27,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0145,C:\Work\Answer-Aware-parser\sample_corpus\dev\4019726b5c5f1860e8e050030da24a5a.json,4019726b5c5f1860e8e050030da24a5a.json,.json,73385,2026-07-01T23:04:41,json,loaded,126761,31690,{,"[""general""]"
doc_0146,C:\Work\Answer-Aware-parser\sample_corpus\dev\4019726b5c5f1860e8e050030da24a5a.pdf,4019726b5c5f1860e8e050030da24a5a.pdf,.pdf,31046,2026-07-01T23:04:20,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0147,C:\Work\Answer-Aware-parser\sample_corpus\dev\40d9fb071b43d313aca21536d7c9b170.json,40d9fb071b43d313aca21536d7c9b170.json,.json,183358,2026-07-01T23:04:39,json,loaded,323216,80804,{,"[""general""]"
doc_0148,C:\Work\Answer-Aware-parser\sample_corpus\dev\40d9fb071b43d313aca21536d7c9b170.pdf,40d9fb071b43d313aca21536d7c9b170.pdf,.pdf,93799,2026-07-01T23:04:17,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0149,C:\Work\Answer-Aware-parser\sample_corpus\dev\43d14c2668f66a09b23eeea467f4f1d3.json,43d14c2668f66a09b23eeea467f4f1d3.json,.json,52558,2026-07-01T23:04:22,json,loaded,80989,20247,{,"[""general""]"
doc_0150,C:\Work\Answer-Aware-parser\sample_corpus\dev\43d14c2668f66a09b23eeea467f4f1d3.pdf,43d14c2668f66a09b23eeea467f4f1d3.pdf,.pdf,7082348,2026-07-01T23:04:24,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0151,C:\Work\Answer-Aware-parser\sample_corpus\dev\464815ead61e35fa9c8e6413a9c33bf0.json,464815ead61e35fa9c8e6413a9c33bf0.json,.json,85888,2026-07-01T23:04:30,json,loaded,147845,36961,{,"[""general""]"
doc_0152,C:\Work\Answer-Aware-parser\sample_corpus\dev\464815ead61e35fa9c8e6413a9c33bf0.pdf,464815ead61e35fa9c8e6413a9c33bf0.pdf,.pdf,73115,2026-07-01T23:04:26,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0153,C:\Work\Answer-Aware-parser\sample_corpus\dev\46c9136dbecb7eb78e1e58bf2b42a82d.json,46c9136dbecb7eb78e1e58bf2b42a82d.json,.json,95037,2026-07-01T23:04:15,json,loaded,163665,40916,{,"[""general""]"
doc_0154,C:\Work\Answer-Aware-parser\sample_corpus\dev\46c9136dbecb7eb78e1e58bf2b42a82d.pdf,46c9136dbecb7eb78e1e58bf2b42a82d.pdf,.pdf,901646,2026-07-01T23:04:38,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0155,C:\Work\Answer-Aware-parser\sample_corpus\dev\4782f795492cd80abd99a7b880910dd8.json,4782f795492cd80abd99a7b880910dd8.json,.json,92083,2026-07-01T23:04:33,json,loaded,156631,39158,{,"[""general""]"
doc_0156,C:\Work\Answer-Aware-parser\sample_corpus\dev\4782f795492cd80abd99a7b880910dd8.pdf,4782f795492cd80abd99a7b880910dd8.pdf,.pdf,106280,2026-07-01T23:04:23,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0157,C:\Work\Answer-Aware-parser\sample_corpus\dev\47cd3cbe2a147ee3584ec5227b61321e.json,47cd3cbe2a147ee3584ec5227b61321e.json,.json,205256,2026-07-01T23:04:19,json,loaded,359231,89808,{,"[""general""]"
doc_0158,C:\Work\Answer-Aware-parser\sample_corpus\dev\47cd3cbe2a147ee3584ec5227b61321e.pdf,47cd3cbe2a147ee3584ec5227b61321e.pdf,.pdf,62992,2026-07-01T23:04:26,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0159,C:\Work\Answer-Aware-parser\sample_corpus\dev\495a444939d6245f19d7fb8fb3c1470c.json,495a444939d6245f19d7fb8fb3c1470c.json,.json,78798,2026-07-01T23:04:22,json,loaded,136539,34135,{,"[""general""]"
doc_0160,C:\Work\Answer-Aware-parser\sample_corpus\dev\495a444939d6245f19d7fb8fb3c1470c.pdf,495a444939d6245f19d7fb8fb3c1470c.pdf,.pdf,100123,2026-07-01T23:04:22,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0161,C:\Work\Answer-Aware-parser\sample_corpus\dev\4b528eb35807a61dcad7b7f9c3b994a2.json,4b528eb35807a61dcad7b7f9c3b994a2.json,.json,119932,2026-07-01T23:04:40,json,loaded,211328,52832,{,"[""general""]"
doc_0162,C:\Work\Answer-Aware-parser\sample_corpus\dev\4b528eb35807a61dcad7b7f9c3b994a2.pdf,4b528eb35807a61dcad7b7f9c3b994a2.pdf,.pdf,99988,2026-07-01T23:04:21,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0163,C:\Work\Answer-Aware-parser\sample_corpus\dev\4bac0b8169e05a0e8d1220fab5e165d5.json,4bac0b8169e05a0e8d1220fab5e165d5.json,.json,45535,2026-07-01T23:04:19,json,loaded,72201,18050,{,"[""finance""]"
doc_0164,C:\Work\Answer-Aware-parser\sample_corpus\dev\4bac0b8169e05a0e8d1220fab5e165d5.pdf,4bac0b8169e05a0e8d1220fab5e165d5.pdf,.pdf,47115,2026-07-01T23:04:30,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0165,C:\Work\Answer-Aware-parser\sample_corpus\dev\4bca637fa8d11fd4333c8c9844dd4727.json,4bca637fa8d11fd4333c8c9844dd4727.json,.json,97264,2026-07-01T23:04:26,json,loaded,166742,41686,{,"[""general""]"
doc_0166,C:\Work\Answer-Aware-parser\sample_corpus\dev\4bca637fa8d11fd4333c8c9844dd4727.pdf,4bca637fa8d11fd4333c8c9844dd4727.pdf,.pdf,34582,2026-07-01T23:04:36,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0167,C:\Work\Answer-Aware-parser\sample_corpus\dev\4cd52447741f46568e053e5e755d0a74.json,4cd52447741f46568e053e5e755d0a74.json,.json,37710,2026-07-01T23:04:24,json,loaded,62521,15630,{,"[""general""]"
doc_0168,C:\Work\Answer-Aware-parser\sample_corpus\dev\4cd52447741f46568e053e5e755d0a74.pdf,4cd52447741f46568e053e5e755d0a74.pdf,.pdf,21606,2026-07-01T23:04:25,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0169,C:\Work\Answer-Aware-parser\sample_corpus\dev\4d41ea7a63b2d9b5cc3cb24ca6c7e9ac.json,4d41ea7a63b2d9b5cc3cb24ca6c7e9ac.json,.json,80128,2026-07-01T23:04:21,json,loaded,130079,32520,{,"[""general""]"
doc_0170,C:\Work\Answer-Aware-parser\sample_corpus\dev\4d41ea7a63b2d9b5cc3cb24ca6c7e9ac.pdf,4d41ea7a63b2d9b5cc3cb24ca6c7e9ac.pdf,.pdf,51571,2026-07-01T23:04:39,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0171,C:\Work\Answer-Aware-parser\sample_corpus\dev\4d4e4add775ac6feeebf2f33370873cc.json,4d4e4add775ac6feeebf2f33370873cc.json,.json,33548,2026-07-01T23:04:13,json,loaded,50277,12569,{,"[""general""]"
doc_0172,C:\Work\Answer-Aware-parser\sample_corpus\dev\4d4e4add775ac6feeebf2f33370873cc.pdf,4d4e4add775ac6feeebf2f33370873cc.pdf,.pdf,67871,2026-07-01T23:04:13,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0173,C:\Work\Answer-Aware-parser\sample_corpus\dev\4e8e1ca7d19c7b2eb51fbdc68cdc1df1.json,4e8e1ca7d19c7b2eb51fbdc68cdc1df1.json,.json,62323,2026-07-01T23:04:26,json,loaded,102376,25594,{,"[""general""]"
doc_0174,C:\Work\Answer-Aware-parser\sample_corpus\dev\4e8e1ca7d19c7b2eb51fbdc68cdc1df1.pdf,4e8e1ca7d19c7b2eb51fbdc68cdc1df1.pdf,.pdf,156905,2026-07-01T23:04:39,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0175,C:\Work\Answer-Aware-parser\sample_corpus\dev\4f00cc063cb8e99a038d7b4a2f77627b.json,4f00cc063cb8e99a038d7b4a2f77627b.json,.json,56879,2026-07-01T23:04:15,json,loaded,98834,24708,{,"[""finance""]"
doc_0176,C:\Work\Answer-Aware-parser\sample_corpus\dev\4f00cc063cb8e99a038d7b4a2f77627b.pdf,4f00cc063cb8e99a038d7b4a2f77627b.pdf,.pdf,102949,2026-07-01T23:04:29,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0177,C:\Work\Answer-Aware-parser\sample_corpus\dev\4f3059102029ebc4cfc6f78f0836ae38.json,4f3059102029ebc4cfc6f78f0836ae38.json,.json,72809,2026-07-01T23:04:43,json,loaded,113156,28289,{,"[""general""]"
doc_0178,C:\Work\Answer-Aware-parser\sample_corpus\dev\4f3059102029ebc4cfc6f78f0836ae38.pdf,4f3059102029ebc4cfc6f78f0836ae38.pdf,.pdf,48762,2026-07-01T23:04:23,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0179,C:\Work\Answer-Aware-parser\sample_corpus\dev\4ff7e75399d99f535dc6c22c6a25dadf.json,4ff7e75399d99f535dc6c22c6a25dadf.json,.json,78321,2026-07-01T23:04:38,json,loaded,130890,32722,{,"[""general""]"
doc_0180,C:\Work\Answer-Aware-parser\sample_corpus\dev\4ff7e75399d99f535dc6c22c6a25dadf.pdf,4ff7e75399d99f535dc6c22c6a25dadf.pdf,.pdf,398530,2026-07-01T23:04:21,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0181,C:\Work\Answer-Aware-parser\sample_corpus\dev\501300d80a1eb16d367a9dbb8ba0360e.json,501300d80a1eb16d367a9dbb8ba0360e.json,.json,99264,2026-07-01T23:04:14,json,loaded,171081,42770,{,"[""finance""]"
doc_0182,C:\Work\Answer-Aware-parser\sample_corpus\dev\501300d80a1eb16d367a9dbb8ba0360e.pdf,501300d80a1eb16d367a9dbb8ba0360e.pdf,.pdf,519601,2026-07-01T23:04:41,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0183,C:\Work\Answer-Aware-parser\sample_corpus\dev\5136fc0d6f51d5f7f2df33cce5cd692d.json,5136fc0d6f51d5f7f2df33cce5cd692d.json,.json,63258,2026-07-01T23:04:29,json,loaded,103030,25758,{,"[""general""]"
doc_0184,C:\Work\Answer-Aware-parser\sample_corpus\dev\5136fc0d6f51d5f7f2df33cce5cd692d.pdf,5136fc0d6f51d5f7f2df33cce5cd692d.pdf,.pdf,38688,2026-07-01T23:04:27,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0185,C:\Work\Answer-Aware-parser\sample_corpus\dev\525032451ab45a3ba6d2629c06d68d1d.json,525032451ab45a3ba6d2629c06d68d1d.json,.json,124901,2026-07-01T23:04:23,json,loaded,216945,54236,{,"[""general""]"
doc_0186,C:\Work\Answer-Aware-parser\sample_corpus\dev\525032451ab45a3ba6d2629c06d68d1d.pdf,525032451ab45a3ba6d2629c06d68d1d.pdf,.pdf,146861,2026-07-01T23:04:41,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0187,C:\Work\Answer-Aware-parser\sample_corpus\dev\529f67ed9786a369a2277717e640dfec.json,529f67ed9786a369a2277717e640dfec.json,.json,172416,2026-07-01T23:04:30,json,loaded,300309,75077,{,"[""general""]"
doc_0188,C:\Work\Answer-Aware-parser\sample_corpus\dev\529f67ed9786a369a2277717e640dfec.pdf,529f67ed9786a369a2277717e640dfec.pdf,.pdf,897195,2026-07-01T23:04:28,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0189,C:\Work\Answer-Aware-parser\sample_corpus\dev\5564a04e9402d5a3d313fc72a7e028e3.json,5564a04e9402d5a3d313fc72a7e028e3.json,.json,126842,2026-07-01T23:04:13,json,loaded,224578,56144,{,"[""finance""]"
doc_0190,C:\Work\Answer-Aware-parser\sample_corpus\dev\5564a04e9402d5a3d313fc72a7e028e3.pdf,5564a04e9402d5a3d313fc72a7e028e3.pdf,.pdf,52587,2026-07-01T23:04:25,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0191,C:\Work\Answer-Aware-parser\sample_corpus\dev\5834dea409f11c7f7cd33c0b95e4540d.json,5834dea409f11c7f7cd33c0b95e4540d.json,.json,180210,2026-07-01T23:04:34,json,loaded,304875,76219,{,"[""general""]"
doc_0192,C:\Work\Answer-Aware-parser\sample_corpus\dev\5834dea409f11c7f7cd33c0b95e4540d.pdf,5834dea409f11c7f7cd33c0b95e4540d.pdf,.pdf,402230,2026-07-01T23:04:32,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0193,C:\Work\Answer-Aware-parser\sample_corpus\dev\58a8d5da810e598c75396aac32e5d364.json,58a8d5da810e598c75396aac32e5d364.json,.json,141140,2026-07-01T23:04:21,json,loaded,247129,61782,{,"[""finance""]"
doc_0194,C:\Work\Answer-Aware-parser\sample_corpus\dev\58a8d5da810e598c75396aac32e5d364.pdf,58a8d5da810e598c75396aac32e5d364.pdf,.pdf,694715,2026-07-01T23:04:29,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0195,C:\Work\Answer-Aware-parser\sample_corpus\dev\58b58094569a43f8804e831c5cda5189.json,58b58094569a43f8804e831c5cda5189.json,.json,211520,2026-07-01T23:04:36,json,loaded,369971,92493,{,"[""general""]"
doc_0196,C:\Work\Answer-Aware-parser\sample_corpus\dev\58b58094569a43f8804e831c5cda5189.pdf,58b58094569a43f8804e831c5cda5189.pdf,.pdf,139665,2026-07-01T23:04:15,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0197,C:\Work\Answer-Aware-parser\sample_corpus\dev\5917014ceb6ea19a8a2f7a35ccfe1508.json,5917014ceb6ea19a8a2f7a35ccfe1508.json,.json,78893,2026-07-01T23:04:23,json,loaded,121195,30299,{,"[""general""]"
doc_0198,C:\Work\Answer-Aware-parser\sample_corpus\dev\5917014ceb6ea19a8a2f7a35ccfe1508.pdf,5917014ceb6ea19a8a2f7a35ccfe1508.pdf,.pdf,110107,2026-07-01T23:04:12,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0199,C:\Work\Answer-Aware-parser\sample_corpus\dev\599d4ef0e5c755af465c0a9941bffb95.json,599d4ef0e5c755af465c0a9941bffb95.json,.json,92400,2026-07-01T23:04:40,json,loaded,167503,41876,{,"[""general""]"
doc_0200,C:\Work\Answer-Aware-parser\sample_corpus\dev\599d4ef0e5c755af465c0a9941bffb95.pdf,599d4ef0e5c755af465c0a9941bffb95.pdf,.pdf,35211,2026-07-01T23:04:41,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0201,C:\Work\Answer-Aware-parser\sample_corpus\dev\59e8fe272d862092ad6b8422facb2955.json,59e8fe272d862092ad6b8422facb2955.json,.json,94752,2026-07-01T23:04:30,json,loaded,167234,41808,{,"[""general""]"
doc_0202,C:\Work\Answer-Aware-parser\sample_corpus\dev\59e8fe272d862092ad6b8422facb2955.pdf,59e8fe272d862092ad6b8422facb2955.pdf,.pdf,89217,2026-07-01T23:04:36,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0203,C:\Work\Answer-Aware-parser\sample_corpus\dev\5a65b0e6a4ab79f96a4d3e05674d8462.json,5a65b0e6a4ab79f96a4d3e05674d8462.json,.json,60410,2026-07-01T23:04:33,json,loaded,102328,25582,{,"[""general""]"
doc_0204,C:\Work\Answer-Aware-parser\sample_corpus\dev\5a65b0e6a4ab79f96a4d3e05674d8462.pdf,5a65b0e6a4ab79f96a4d3e05674d8462.pdf,.pdf,44773,2026-07-01T23:04:40,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0205,C:\Work\Answer-Aware-parser\sample_corpus\dev\5ad129a7811eecc376281f624eb26150.json,5ad129a7811eecc376281f624eb26150.json,.json,61037,2026-07-01T23:04:39,json,loaded,106235,26559,{,"[""general""]"
doc_0206,C:\Work\Answer-Aware-parser\sample_corpus\dev\5ad129a7811eecc376281f624eb26150.pdf,5ad129a7811eecc376281f624eb26150.pdf,.pdf,169427,2026-07-01T23:04:36,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0207,C:\Work\Answer-Aware-parser\sample_corpus\dev\5b048f51617ea03879f52e262ca9f6db.json,5b048f51617ea03879f52e262ca9f6db.json,.json,76708,2026-07-01T23:04:20,json,loaded,134000,33500,{,"[""general""]"
doc_0208,C:\Work\Answer-Aware-parser\sample_corpus\dev\5b048f51617ea03879f52e262ca9f6db.pdf,5b048f51617ea03879f52e262ca9f6db.pdf,.pdf,26629,2026-07-01T23:04:18,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0209,C:\Work\Answer-Aware-parser\sample_corpus\dev\5d2279bf8df6038cb3043668167ac57a.json,5d2279bf8df6038cb3043668167ac57a.json,.json,63886,2026-07-01T23:04:27,json,loaded,114376,28594,{,"[""finance""]"
doc_0210,C:\Work\Answer-Aware-parser\sample_corpus\dev\5d2279bf8df6038cb3043668167ac57a.pdf,5d2279bf8df6038cb3043668167ac57a.pdf,.pdf,97956,2026-07-01T23:04:31,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0211,C:\Work\Answer-Aware-parser\sample_corpus\dev\5e2992e1d78cef4ae7369ce2eaf8e6e7.json,5e2992e1d78cef4ae7369ce2eaf8e6e7.json,.json,66994,2026-07-01T23:04:37,json,loaded,115960,28990,{,"[""general""]"
doc_0212,C:\Work\Answer-Aware-parser\sample_corpus\dev\5e2992e1d78cef4ae7369ce2eaf8e6e7.pdf,5e2992e1d78cef4ae7369ce2eaf8e6e7.pdf,.pdf,76627,2026-07-01T23:04:27,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0213,C:\Work\Answer-Aware-parser\sample_corpus\dev\5e3ec8d852eee5c35e5e763adf436adb.json,5e3ec8d852eee5c35e5e763adf436adb.json,.json,104258,2026-07-01T23:04:36,json,loaded,183546,45886,{,"[""general""]"
doc_0214,C:\Work\Answer-Aware-parser\sample_corpus\dev\5e3ec8d852eee5c35e5e763adf436adb.pdf,5e3ec8d852eee5c35e5e763adf436adb.pdf,.pdf,47261,2026-07-01T23:04:19,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0215,C:\Work\Answer-Aware-parser\sample_corpus\dev\5e8ae351db2408f281cd8f543f3f0b72.json,5e8ae351db2408f281cd8f543f3f0b72.json,.json,101016,2026-07-01T23:04:32,json,loaded,174787,43697,{,"[""general""]"
doc_0216,C:\Work\Answer-Aware-parser\sample_corpus\dev\5e8ae351db2408f281cd8f543f3f0b72.pdf,5e8ae351db2408f281cd8f543f3f0b72.pdf,.pdf,875272,2026-07-01T23:04:40,pdf,empty,0,0,%PDF-1.3,"[""general""]"
