tree_id,fragment_id,class_id,selected_candidate_type,optimized_for,expected_path_length,expected_context_tokens,trace_clarity,citation_locality,total_cost,objective_J
tree_frag_00702_v1,frag_00702,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_00704_v1,frag_00704,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_00706_v1,frag_00706,class_005,question_intent_tree,"[""threshold_lookup""]",2.0,23.0,0.75,1.0,0.2247,-0.0303
tree_frag_00709_v1,frag_00709,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_00710_v1,frag_00710,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_00711_v1,frag_00711,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_00713_v1,frag_00713,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_00714_v1,frag_00714,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_00716_v1,frag_00716,class_001,question_intent_tree,"[""exception_lookup""]",2.0,52.0,0.75,1.0,0.2537,-0.0013
tree_frag_00719_v1,frag_00719,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_00722_v1,frag_00722,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_00735_v1,frag_00735,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.2143,-0.0771
tree_frag_00737_v1,frag_00737,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_00738_v1,frag_00738,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_00753_v1,frag_00753,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_00754_v1,frag_00754,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_00759_v1,frag_00759,class_003,question_intent_tree,"[""metric_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_00760_v1,frag_00760,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_00761_v1,frag_00761,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_00764_v1,frag_00764,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,22.0,0.857,1.0,0.1728,-0.1261
tree_frag_00765_v1,frag_00765,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,9.0,0.857,1.0,0.1598,-0.1391
tree_frag_00766_v1,frag_00766,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,9.0,0.857,1.0,0.1598,-0.1391
tree_frag_00769_v1,frag_00769,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_00772_v1,frag_00772,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_00778_v1,frag_00778,class_003,question_intent_tree,"[""metric_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_00779_v1,frag_00779,class_003,question_intent_tree,"[""metric_lookup""]",2.0,23.0,0.75,1.0,0.2247,-0.0303
tree_frag_00780_v1,frag_00780,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_00785_v1,frag_00785,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_00790_v1,frag_00790,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,15.0,0.75,1.0,0.1731,-0.0744
tree_frag_00792_v1,frag_00792,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_00796_v1,frag_00796,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_00797_v1,frag_00797,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_00799_v1,frag_00799,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,14.0,0.75,1.0,0.1721,-0.0754
tree_frag_00808_v1,frag_00808,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_00820_v1,frag_00820,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
tree_frag_00822_v1,frag_00822,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_00826_v1,frag_00826,class_001,hybrid_optimized_tree,"[""metric_lookup"", ""rule_lookup""]",1.559,24.1,0.75,1.0,0.2128,-0.0347
tree_frag_00832_v1,frag_00832,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_00833_v1,frag_00833,class_001,question_intent_tree,"[""exception_lookup""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_00834_v1,frag_00834,class_001,question_intent_tree,"[""exception_lookup""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_00835_v1,frag_00835,class_005,hybrid_optimized_tree,"[""exception_lookup"", ""threshold_lookup""]",1.348,13.8,0.75,1.0,0.1625,-0.085
tree_frag_00836_v1,frag_00836,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_00839_v1,frag_00839,class_005,hybrid_optimized_tree,"[""rule_lookup"", ""threshold_lookup""]",1.0,16.6,0.857,1.0,0.1399,-0.1515
tree_frag_00849_v1,frag_00849,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_00850_v1,frag_00850,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_00851_v1,frag_00851,class_005,hybrid_optimized_tree,"[""exception_lookup"", ""metric_lookup"", ""threshold_lookup""]",1.579,15.9,0.75,1.0,0.1918,-0.0332
tree_frag_00852_v1,frag_00852,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_00854_v1,frag_00854,class_005,hybrid_optimized_tree,"[""exception_lookup"", ""metric_lookup"", ""threshold_lookup""]",1.579,15.9,0.75,1.0,0.1918,-0.0332
tree_frag_00861_v1,frag_00861,class_003,hybrid_optimized_tree,"[""metric_lookup"", ""variance_explanation""]",1.837,22.1,0.75,1.0,0.2124,-0.0351
tree_frag_00862_v1,frag_00862,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,17.0,0.857,1.0,0.1678,-0.1311
tree_frag_00869_v1,frag_00869,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_00877_v1,frag_00877,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_00880_v1,frag_00880,class_005,hybrid_optimized_tree,"[""rule_lookup"", ""threshold_lookup""]",1.0,17.8,0.857,1.0,0.1411,-0.1503
tree_frag_00881_v1,frag_00881,class_005,hybrid_optimized_tree,"[""rule_lookup"", ""threshold_lookup""]",1.0,17.8,0.857,1.0,0.1411,-0.1503
tree_frag_00897_v1,frag_00897,class_003,question_intent_tree,"[""metric_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_00902_v1,frag_00902,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,26.0,0.857,1.0,0.1768,-0.1221
tree_frag_00906_v1,frag_00906,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,26.0,0.857,1.0,0.1768,-0.1221
tree_frag_00907_v1,frag_00907,class_005,question_intent_tree,"[""metric_lookup"", ""threshold_lookup""]",2.0,20.7,0.75,1.0,0.2299,-0.0026
tree_frag_00924_v1,frag_00924,class_003,question_intent_tree,"[""metric_lookup""]",2.0,23.0,0.75,1.0,0.2247,-0.0303
tree_frag_00931_v1,frag_00931,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_00933_v1,frag_00933,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_00934_v1,frag_00934,class_005,hybrid_optimized_tree,"[""rule_lookup"", ""threshold_lookup""]",1.326,25.4,0.75,1.0,0.206,-0.0415
tree_frag_00936_v1,frag_00936,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_00940_v1,frag_00940,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_00942_v1,frag_00942,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_00956_v1,frag_00956,class_001,hybrid_optimized_tree,"[""exception_lookup"", ""rule_lookup""]",1.777,33.9,0.75,0.703,0.2514,0.0484
tree_frag_00957_v1,frag_00957,class_001,hybrid_optimized_tree,"[""applicability_check"", ""exception_lookup"", ""rule_lookup""]",1.828,29.0,0.75,0.771,0.2509,0.0602
tree_frag_00960_v1,frag_00960,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_00962_v1,frag_00962,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,10.0,0.857,1.0,0.1608,-0.1381
tree_frag_00964_v1,frag_00964,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,9.0,0.857,1.0,0.1598,-0.1391
tree_frag_00966_v1,frag_00966,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,9.0,0.857,1.0,0.1598,-0.1391
tree_frag_00967_v1,frag_00967,class_003,question_intent_tree,"[""metric_lookup""]",2.0,23.0,0.75,1.0,0.2247,-0.0303
tree_frag_00968_v1,frag_00968,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_00983_v1,frag_00983,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,16.0,0.75,1.0,0.1741,-0.0734
tree_frag_00984_v1,frag_00984,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,14.9,0.75,1.0,0.173,-0.0745
tree_frag_00985_v1,frag_00985,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_00989_v1,frag_00989,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_00990_v1,frag_00990,class_001,hybrid_optimized_tree,"[""effective_date_lookup"", ""metric_lookup""]",1.753,19.5,0.75,1.0,0.2027,-0.0448
tree_frag_00992_v1,frag_00992,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
tree_frag_00996_v1,frag_00996,class_005,question_intent_tree,"[""threshold_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_00999_v1,frag_00999,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""rule_lookup"", ""threshold_lookup""]",1.636,24.2,0.75,1.0,0.2231,-0.0019
tree_frag_01002_v1,frag_01002,class_001,question_intent_tree,"[""exception_lookup""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01003_v1,frag_01003,class_005,hybrid_optimized_tree,"[""exception_lookup"", ""metric_lookup"", ""threshold_lookup""]",1.579,16.9,0.75,1.0,0.1928,-0.0322
tree_frag_01013_v1,frag_01013,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_01019_v1,frag_01019,class_001,hybrid_optimized_tree,"[""sla_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01032_v1,frag_01032,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01033_v1,frag_01033,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01040_v1,frag_01040,class_001,hybrid_optimized_tree,"[""applicability_check"", ""rule_lookup""]",1.348,27.7,0.75,1.0,0.209,-0.0385
tree_frag_01042_v1,frag_01042,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
tree_frag_01043_v1,frag_01043,class_005,question_intent_tree,"[""metric_lookup"", ""threshold_lookup""]",2.0,21.3,0.75,1.0,0.2304,-0.0021
tree_frag_01049_v1,frag_01049,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01051_v1,frag_01051,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01052_v1,frag_01052,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01054_v1,frag_01054,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01055_v1,frag_01055,class_001,hybrid_optimized_tree,"[""metric_lookup"", ""rule_lookup""]",1.559,24.6,0.75,1.0,0.2134,-0.0341
tree_frag_01056_v1,frag_01056,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_01064_v1,frag_01064,class_005,question_intent_tree,"[""metric_lookup"", ""threshold_lookup""]",2.0,20.7,0.75,1.0,0.2299,-0.0026
tree_frag_01069_v1,frag_01069,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01075_v1,frag_01075,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_01076_v1,frag_01076,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01077_v1,frag_01077,class_005,question_intent_tree,"[""threshold_lookup""]",2.0,23.0,0.75,1.0,0.2247,-0.0303
tree_frag_01081_v1,frag_01081,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.2313,-0.0601
tree_frag_01082_v1,frag_01082,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01089_v1,frag_01089,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01094_v1,frag_01094,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01098_v1,frag_01098,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_01102_v1,frag_01102,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,26.0,0.857,1.0,0.1768,-0.1221
tree_frag_01106_v1,frag_01106,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,26.0,0.857,1.0,0.1768,-0.1221
tree_frag_01107_v1,frag_01107,class_005,question_intent_tree,"[""metric_lookup"", ""threshold_lookup""]",2.0,20.7,0.75,1.0,0.2299,-0.0026
tree_frag_01116_v1,frag_01116,class_003,hybrid_optimized_tree,"[""metric_lookup"", ""variance_explanation""]",1.679,22.6,0.75,1.0,0.2155,-0.032
tree_frag_01118_v1,frag_01118,class_005,hybrid_optimized_tree,"[""threshold_lookup"", ""variance_explanation""]",1.285,13.0,0.75,1.0,0.1564,-0.0911
tree_frag_01119_v1,frag_01119,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_01134_v1,frag_01134,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01138_v1,frag_01138,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01139_v1,frag_01139,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01140_v1,frag_01140,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01145_v1,frag_01145,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01146_v1,frag_01146,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01147_v1,frag_01147,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01153_v1,frag_01153,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01160_v1,frag_01160,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_01163_v1,frag_01163,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_01174_v1,frag_01174,class_005,hybrid_optimized_tree,"[""exception_lookup"", ""threshold_lookup""]",1.348,13.1,0.75,1.0,0.1619,-0.0856
tree_frag_01175_v1,frag_01175,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01176_v1,frag_01176,class_005,question_intent_tree,"[""applicability_check"", ""threshold_lookup""]",2.0,23.2,0.75,1.0,0.2324,-0.0001
tree_frag_01178_v1,frag_01178,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01180_v1,frag_01180,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01185_v1,frag_01185,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01187_v1,frag_01187,class_005,hybrid_optimized_tree,"[""applicability_check"", ""threshold_lookup""]",1.263,15.2,0.75,1.0,0.1567,-0.0908
tree_frag_01189_v1,frag_01189,class_005,question_intent_tree,"[""threshold_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_01190_v1,frag_01190,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01196_v1,frag_01196,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_01198_v1,frag_01198,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01199_v1,frag_01199,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01200_v1,frag_01200,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01206_v1,frag_01206,class_001,question_intent_tree,"[""exception_lookup""]",2.0,33.0,0.75,1.0,0.2347,-0.0203
tree_frag_01207_v1,frag_01207,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_01208_v1,frag_01208,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_01220_v1,frag_01220,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01221_v1,frag_01221,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01224_v1,frag_01224,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01255_v1,frag_01255,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01257_v1,frag_01257,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01258_v1,frag_01258,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01267_v1,frag_01267,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01280_v1,frag_01280,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_01289_v1,frag_01289,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,26.0,0.857,1.0,0.1768,-0.1221
tree_frag_01290_v1,frag_01290,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,26.0,0.857,1.0,0.1768,-0.1221
tree_frag_01293_v1,frag_01293,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01295_v1,frag_01295,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01296_v1,frag_01296,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01299_v1,frag_01299,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,15.0,0.857,1.0,0.1658,-0.1331
tree_frag_01300_v1,frag_01300,class_001,question_intent_tree,"[""exception_lookup""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01302_v1,frag_01302,class_001,question_intent_tree,"[""exception_lookup""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01308_v1,frag_01308,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01309_v1,frag_01309,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,14.6,0.75,1.0,0.1726,-0.0749
tree_frag_01311_v1,frag_01311,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01327_v1,frag_01327,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_01331_v1,frag_01331,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_01332_v1,frag_01332,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01341_v1,frag_01341,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01342_v1,frag_01342,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01343_v1,frag_01343,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01344_v1,frag_01344,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,14.0,0.75,1.0,0.1721,-0.0754
tree_frag_01363_v1,frag_01363,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01364_v1,frag_01364,class_005,hybrid_optimized_tree,"[""applicability_check"", ""threshold_lookup""]",1.263,15.2,0.75,1.0,0.1567,-0.0908
tree_frag_01366_v1,frag_01366,class_001,hybrid_optimized_tree,"[""applicability_check"", ""effective_date_lookup""]",1.563,20.4,0.75,1.0,0.1874,-0.0601
tree_frag_01367_v1,frag_01367,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01369_v1,frag_01369,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01381_v1,frag_01381,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,16.0,0.75,1.0,0.1741,-0.0734
tree_frag_01382_v1,frag_01382,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01383_v1,frag_01383,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01387_v1,frag_01387,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
tree_frag_01388_v1,frag_01388,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
tree_frag_01389_v1,frag_01389,class_005,hybrid_optimized_tree,"[""effective_date_lookup"", ""threshold_lookup""]",1.0,9.7,0.857,1.0,0.113,-0.1784
tree_frag_01397_v1,frag_01397,class_001,question_intent_tree,"[""exception_lookup""]",2.0,48.0,0.75,1.0,0.2497,-0.0053
tree_frag_01398_v1,frag_01398,class_001,question_intent_tree,"[""exception_lookup""]",2.0,52.0,0.75,1.0,0.2537,-0.0013
tree_frag_01399_v1,frag_01399,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_01402_v1,frag_01402,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01403_v1,frag_01403,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01404_v1,frag_01404,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_01428_v1,frag_01428,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01430_v1,frag_01430,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_01435_v1,frag_01435,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_01453_v1,frag_01453,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_01454_v1,frag_01454,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_01459_v1,frag_01459,class_003,question_intent_tree,"[""metric_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
